case_id,cores,baseline_cycles,forest_m3,forest_m2,final_m3,final_m2,forest_b_over_m,final_b_over_m,forest_g,final_g,solver_wall_seconds,fifth_core_status,selected_strategy,plan_changed_vs_forest,makespan_delta_vs_forest,scheduled_copy_bytes,extra_ddr_bytes,cache_hit_rate_bytes
011,2,184697,92646,92646,92646,92646,1.9935777043801135,1.9935777043801135,1.0,1.0,0.2917240419774316,skip,affine_eighth,False,0,786432,180224,0.0
011,3,184697,69625,69625,69625,69625,2.6527396768402154,2.6527396768402154,1.0,1.0,0.29959200002485886,skip,affine_eighth,False,0,1687552,1081344,0.5921717171717171
011,4,184697,46880,46880,46880,46880,3.9397824232081913,3.9397824232081913,1.0,1.0,0.3262773749884218,skip,affine_eighth,False,0,1146880,540672,0.0
011,5,184697,39133,40745,39133,40745,4.719725040247361,4.719725040247361,1.0411928551350522,1.0411928551350522,0.3399598330142908,unsupported,release_place_forest,False,0,2310144,1703936,0.6394052044609665
012,1,59088,36348,36348,36348,36348,1.6256190161769561,1.6256190161769561,1.0,1.0,0.3930662500206381,skip,dag_join_gap_list,False,0,554898,0,0.0
012,2,59088,18967,19002,18967,19002,3.115305530658512,3.115305530658512,1.001845310275742,1.001845310275742,0.3957765420200303,skip,dag_join_gap_list,False,0,782472,227574,0.17994380466183862
012,3,59088,14299,16286,14299,16286,4.132316945240926,4.132316945240926,1.138960766487167,1.138960766487167,0.4161752079962753,skip,dag_join_gap_list,False,0,902312,347414,0.24811098133625725
012,4,59088,12849,16430,12849,16430,4.598645809012375,4.598645809012375,1.2786987314187874,1.2786987314187874,0.4427798339747824,skip,dag_join_gap_list,False,0,933118,378220,0.27920049181897433
012,5,59088,13175,17257,13175,17257,4.484857685009487,4.484857685009487,1.3098292220113852,1.3098292220113852,0.5307766249752603,unsupported,dag_join_gap_list,False,0,974466,419568,0.2847473442259356
013,1,263949,263949,263949,263949,263949,1.0,1.0,1.0,1.0,0.7026772919925861,skip,affine_eighth,False,0,2527232,0,0.0
013,2,263949,132198,132198,132198,132198,1.9966187083011846,1.9966187083011846,1.0,1.0,0.6376867090002634,skip,affine_eighth,False,0,2535424,8192,0.0
