case_id,cores,current_fixed_run,screenshot_display,numeric_difference
002,5,4.8203934414162415,3.92,0.9003934414162416
003,5,4.852869598852482,2.64,2.2128695988524822
004,5,4.702265100671141,4.44,0.26226510067114095
005,5,3.1204882187846747,1.17,1.9504882187846748
006,5,3.9225778956340562,3.58,0.34257789563405616
007,5,5.14330268705237,4.97,0.17330268705237017
008,5,9.324836013845594,4.85,4.474836013845595
009,5,4.513384574609065,2.19,2.3233845746090647
010,5,4.220157220496894,3.35,0.8701572204968939
011,5,4.719725040247361,3.95,0.7697250402473612
012,5,4.484857685009487,4.32,0.16485768500948694
013,5,4.8773767947225455,4.86,0.017376794722545164
014,5,4.916732969003842,4.82,0.09673296900384187
015,5,4.554984847706611,4.13,0.42498484770661094
016,5,3.9570883753086217,2.39,1.5670883753086216
017,5,5.401254022492784,4.74,0.6612540224927841
018,5,5.061899938009344,4.93,0.13189993800934463
019,5,4.145075602778913,4.15,-0.004924397221087062
020,5,4.793597091877593,4.95,-0.15640290812240742
021,5,5.256957050697146,5.28,-0.023042949302854332
022,5,4.9715436476665795,4.8,0.1715436476665797
023,5,6.3425408648872335,4.89,1.4525408648872338
024,5,3.9404995049978258,2.39,1.5504995049978256
025,5,5.157312569861433,4.99,0.16731256986143261
026,5,3.2787876784769963,2.73,0.5487876784769963
027,5,4.986819677664332,4.23,0.7568196776643319
028,5,5.462356614204283,4.93,0.532356614204283
029,5,3.753623188405797,4.0,-0.2463768115942031
030,5,5.029723010345915,5.01,0.01972301034591517
031,5,3.918125884741856,4.83,-0.911874115258144
032,5,4.013461165988766,4.17,-0.1565388340112337
033,5,4.9867503133941575,4.97,0.01675031339415778
034,5,5.352729396973757,5.12,0.23272939697375694
035,5,5.139449596896405,1.78,3.359449596896405
036,5,4.976493466252097,4.98,-0.0035065337479034397
037,5,4.882268151489085,4.88,0.002268151489085213
038,5,5.081081785549383,4.89,0.19108178554938338
039,5,4.21545718347255,4.53,-0.3145428165274504
040,5,4.383879616016604,2.3,2.0838796160166044
041,5,4.951080108456149,4.99,-0.038919891543851115
042,5,5.132469777051555,4.71,0.4224697770515551
043,5,5.342773345107068,2.53,2.812773345107068
044,5,3.747287950491445,2.12,1.627287950491445
045,5,4.547936278059377,4.8,-0.25206372194062254
046,5,3.3287778446718845,2.66,0.6687778446718844
047,5,4.423927918162726,1.81,2.613927918162726
048,5,2.29196749040802,1.43,0.8619674904080201
049,5,4.940868470736312,2.25,2.690868470736312
050,5,4.166156415251879,1.89,2.2761564152518794
051,5,3.862885333028182,2.39,1.4728853330281817
052,5,5.274889558526667,4.68,0.5948895585266669
053,5,5.2287061429981465,2.99,2.2387061429981463
054,5,5.583841442527712,2.5,3.083841442527712
055,5,5.051219926889399,4.51,0.5412199268893989
056,5,4.750064239828694,2.19,2.560064239828694
057,5,4.088021902806297,4.32,-0.23197809719370355
058,5,4.517945022934478,4.79,-0.2720549770655216
059,5,5.502819498991615,5.5,0.0028194989916148216
060,5,4.977732101952921,5.1,-0.12226789804707838
061,5,4.385852272727273,3.48,0.9058522727272726
062,5,4.854283532930568,4.21,0.6442835329305678
063,5,4.606215654464005,4.13,0.4762156544640055
064,5,2.738289643317576,1.21,1.528289643317576
065,5,4.7087843833185445,4.64,0.06878438331854486
066,5,4.7860684580934105,2.39,2.3960684580934104
067,5,5.216158718721454,4.95,0.2661587187214538
068,5,3.1122523529158967,1.93,1.1822523529158968
069,5,2.7500820299682815,1.51,1.2400820299682815
070,5,4.655500873154469,4.37,0.2855008731544686
071,5,2.43112310460036,1.46,0.9711231046003599
072,5,5.04920314642541,4.94,0.10920314642540951
073,5,5.231427923535916,4.87,0.36142792353591613
074,5,5.077920823460163,4.91,0.1679208234601628
075,5,4.748540996996364,2.71,2.038540996996364
076,5,5.0367492754461125,5.02,0.016749275446112932
077,5,3.875349142888439,4.28,-0.40465085711156146
078,5,4.9391528245634415,3.95,0.9891528245634413
079,5,5.111084537958532,5.22,-0.10891546204146785
080,5,4.2453279855843284,3.0,1.2453279855843284
081,5,4.799690128375388,4.91,-0.11030987162461248
082,5,5.152464252792248,2.83,2.3224642527922477
083,5,4.944169766528964,4.15,0.794169766528964
084,5,9.84688972667295,6.38,3.4668897266729504
085,5,5.580547639220519,2.81,2.7705476392205193
086,5,3.625099504010777,1.26,2.365099504010777
087,5,5.003236812287549,4.49,0.5132368122875484
088,5,2.839792980452039,1.92,0.9197929804520393
089,5,5.751800829875519,4.7,1.0518008298755186
090,5,4.153348089977936,3.23,0.9233480899779356
091,5,5.095539751423259,4.9,0.19553975142325886
092,5,5.809116187052529,5.25,0.5591161870525294
093,5,4.747600767754319,4.67,0.07760076775431912
094,5,4.09582182320442,4.23,-0.1341781767955803
095,5,9.62429370706847,4.95,4.674293707068469
096,5,4.475547522857751,3.11,1.3655475228577507
097,5,5.466290403139493,5.47,-0.0037095968605065366
098,5,4.419948683456642,2.34,2.0799486834566423
099,5,4.999103672171947,4.81,0.18910367217194768
100,5,4.490527378548522,2.6,1.8905273785485215
