case_id,cores,baseline_B,old_M,old_B_over_M,new_M,new_B_over_M,delta_B_over_M,old_extra_ddr_bytes,new_extra_ddr_bytes,delta_extra_ddr_bytes,old_spill_bytes,new_spill_bytes,old_solver_wall_s,new_solver_wall_s,old_E0_wall_s,new_E0_wall_s,old_route,new_route,new_active_cores,new_feed,new_feed_sha256
003,1,602212,566163,1.0636724759477394,566163,1.0636724759477394,0.0,0,0,0,0,0,0.5557976249838248,0.5552925420051906,3.3075149999931455,3.7700172499753535,component_envelope,component_envelope,1,s01/board-feed-003-k1.json,40a5028990fc65336057457a758fa22d82cd3ebb271f4acc76fad5be9367a1f0
003,2,602212,511949,1.176312484251361,511949,1.176312484251361,0.0,98304,98304,0,0,0,0.5579011249938048,0.4799178329994902,3.2921942499815486,3.6522127079952043,component_envelope,component_envelope,2,s01/board-feed-003-k2.json,ca4945c2c40fdc799b919c7bb77c584030031e8fdd8ebe6deddbe1d1b85f5bc5
003,3,602212,513160,1.1735365188245381,513160,1.1735365188245381,0.0,196608,196608,0,0,0,0.5540315419784747,0.5130767090013251,3.307710749999387,3.6349921250075568,component_envelope,component_envelope,3,s01/board-feed-003-k3.json,03ff256ac3f9049806be5824e441a0bf097cb4b9bdc69fd2a12426d83c1f6536
003,4,602212,514387,1.1707372075888387,514387,1.1707372075888387,0.0,294912,294912,0,0,0,0.579832624993287,0.5135819159913808,3.6111072920029983,3.6534174580010585,component_envelope,component_envelope,4,s01/board-feed-003-k4.json,edebb15ab3477ef8f65a75afea920bc94be22a78dde29a3db18f134b40519532
003,5,602212,515736,1.1676749344625932,515736,1.1676749344625932,0.0,393216,393216,0,0,0,0.5786129579937551,0.4832861660106573,3.6397251669841353,3.688744167011464,component_envelope,component_envelope,5,s01/board-feed-003-k5.json,dc542cfa1d2328b1cc978e5b6d484bebb127b2ea1ab670d9790d65c4a972b67e
004,1,392357,386417,1.0153719945033475,386417,1.0153719945033475,0.0,0,0,0,0,0,0.2987818330002483,0.24093874997925013,0.28646520801703446,0.3077973340114113,component_envelope,component_envelope,1,s01/board-feed-004-k1.json,7b13fc944b9b64efaba76f3d1dea0b0373711ccb3955fc6af575dbc68a0402bd
004,2,392357,195960,2.0022300469483567,195960,2.0022300469483567,0.0,110592,110592,0,0,0,0.30142404200159945,0.24778416700428352,0.2919761670054868,0.30681824998464435,component_envelope,component_envelope,2,s01/board-feed-004-k2.json,2329ac6febd9dddf8b820fabcec8e81cffa48f6d061e3cf65500cad2b6d2f809
004,3,392357,130725,3.001392235609103,130725,3.001392235609103,0.0,221184,221184,0,0,0,0.2871293750067707,0.2468695830029901,0.28452858299715444,0.30526466699666344,component_envelope,component_envelope,3,s01/board-feed-004-k3.json,e626070e3346f27f2f4638bdf01ebcafe78ca9c1bdadf484e45292921fe82bc6
004,4,392357,100126,3.9186325230209937,100126,3.9186325230209937,0.0,331776,331776,0,0,0,0.30086804198799655,0.25547966701560654,0.29211387498071417,0.28122154201264493,component_envelope,component_envelope,4,s01/board-feed-004-k4.json,ab6a85f722dfa327be3fa860f6e9c6efbd0a62be6cb06a10dfe763855a1644bc
004,5,392357,83319,4.709093964161836,83319,4.709093964161836,0.0,442368,442368,0,0,0,0.3102142499992624,0.23769512501894496,0.29263283300679177,0.26482433298951946,component_envelope,component_envelope,5,s01/board-feed-004-k5.json,36ff4b652630cee27ab843057c09be6afdcb32b85c388058390325575a83d9c8
005,1,95618,90450,1.0571365395245993,90450,1.0571365395245993,0.0,0,0,0,0,0,0.2845732089772355,0.3183721250097733,0.5663827919925097,0.7832666669855826,component_envelope,component_envelope,1,s01/board-feed-005-k1.json,b30e977a7441672007dde0c78e6cf3e007769bd87f743f26b6263505b8a6b200
005,2,95618,68784,1.3901197953012328,68784,1.3901197953012328,0.0,2237414,2237414,0,0,0,0.2800384580041282,0.32648958300706,0.8467832079913933,0.9400635419879109,dag_eft,dag_eft,2,s01/board-feed-005-k2.json,5e3261422903148ad141b1896ce63fc03c107038727a09f338e8e2287791f3b1
005,3,95618,80167,1.192735165342348,80167,1.192735165342348,0.0,3101386,3101386,0,0,0,0.28546612500213087,0.3345658329781145,1.1186246249999385,1.0244725410011597,dag_eft,dag_eft,3,s01/board-feed-005-k3.json,10a3d6a61437b9a1a2350e5f5f3e026dd79bb6c18460b32664aebd14fce4fd3f
005,4,95618,76409,1.2513970867306208,76409,1.2513970867306208,0.0,3401488,3401488,0,0,0,0.29403216700302437,0.3616493330046069,1.1462679160176776,1.047210749995429,dag_eft,dag_eft,4,s01/board-feed-005-k4.json,737e6a2bdbfe3b20258d7e8618161786b359c4914e1017b8769a8f68f968d476
005,5,95618,66385,1.4403555019959329,66385,1.4403555019959329,0.0,3096916,3096916,0,0,0,0.28633512498345226,0.31230520899407566,0.8687354169960599,0.9781461670063436,dag_eft,dag_eft,5,s01/board-feed-005-k5.json,42e9fcd940507c455ddae9f863c0ba939bb6dd4280c835b24d6bbec5a4f79cd2
006,1,82837,69275,1.1957704799711295,69275,1.1957704799711295,0.0,0,0,0,0,0,0.2895165410009213,0.2575098329980392,0.29611416699481197,0.2869029580033384,component_envelope,component_envelope,1,s01/board-feed-006-k1.json,5659564253af2d43cbac780a0e29284fd5f9a178f0229ca7a525036d93574cc0
006,2,82837,37257,2.223394261481064,37257,2.223394261481064,0.0,31104,31104,0,0,0,0.29164441701141186,0.24236941599519923,0.2881548749865033,0.27525050000986084,component_envelope,component_envelope,2,s01/board-feed-006-k2.json,93c25e7870a6e3d77e667dff869e52160c5c4a659fb051e139fe3da67c805a04
006,3,82837,32401,2.55661862288201,32401,2.55661862288201,0.0,43904,43904,0,0,0,0.285490333015332,0.23574229099904187,0.2826724589976948,0.24748691701097414,component_envelope,component_envelope,3,s01/board-feed-006-k3.json,14e8f5e9baf3d4d59b16a6f8027aace1e8270aa8c079636255c56263fad46fc1
006,4,82837,31425,2.636022275258552,31425,2.636022275258552,0.0,73984,73984,0,0,0,0.283617500012042,0.2356401669967454,0.2914284580037929,0.28586929201264866,component_envelope,component_envelope,4,s01/board-feed-006-k4.json,581556367d224e5e80f657732ea041e39914db8f2befafd81de0b09f827eb5aa
006,5,82837,31789,2.605838497593507,31789,2.605838497593507,0.0,63616,63616,0,0,0,0.2831293750205077,0.2583430420199875,0.2822405839979183,0.2767732500215061,component_envelope,component_envelope,5,s01/board-feed-006-k5.json,549793571a63cec1cb02e6309200f15ce6985eea6152d878b56454c46cdddafd
007,1,1012562,979262,1.0340051998341608,979262,1.0340051998341608,0.0,0,0,0,0,0,0.27988287500920705,0.3198227090178989,0.8407667499850504,0.8614424160041381,component_envelope,component_envelope,1,s01/board-feed-007-k1.json,cf3227501affd772c56c28d437627d7b4f1d3d538f8e7218e5b6f57a15b20d98
007,2,1012562,490814,2.063025912056298,490814,2.063025912056298,0.0,27648,27648,0,0,0,0.28446933298255317,0.31695491599384695,0.842738332983572,0.7918319999880623,component_envelope,component_envelope,2,s01/board-feed-007-k2.json,fabe60c2a1bd53136965bbd72612311ea05aa6ec0c7c171841f58e1ded0a9e86
