case_id,cores,baseline_B,old_M,old_B_over_M,new_M,new_B_over_M,delta_B_over_M,old_extra_ddr_bytes,new_extra_ddr_bytes,delta_extra_ddr_bytes,old_spill_bytes,new_spill_bytes,old_solver_wall_s,new_solver_wall_s,old_E0_wall_s,new_E0_wall_s,old_route,new_route,new_active_cores,new_feed,new_feed_sha256
007,3,1012562,326994,3.096576695596861,326994,3.096576695596861,0.0,55296,55296,0,0,0,0.28112654099822976,0.38039225002285093,0.5605134590005036,0.845858374988893,component_envelope,component_envelope,3,s01/board-feed-007-k3.json,032ec9e330f2963a9bd197be13426780a3941acbb9e6144ad82251aa2c8b518a
007,4,1012562,246030,4.115603788155916,246030,4.115603788155916,0.0,82944,82944,0,0,0,0.278149374993518,0.36123758301255293,0.5539862909936346,0.8056516250071581,component_envelope,component_envelope,4,s01/board-feed-007-k4.json,b1320c071f3edbf0de6ac66cb59193083de7526c6563cbbcf39c7d7798a5b1b8
007,5,1012562,196870,5.14330268705237,196870,5.14330268705237,0.0,110592,110592,0,0,0,0.2806127500080038,0.378213791991584,0.5571991670003626,0.7708889160130639,component_envelope,component_envelope,5,s01/board-feed-007-k5.json,42fbf657aa4f905391b4bfa270ff254302b8c4e1f5ee9174bcb53fcc3677d3b8
008,1,487605,250437,1.9470166149570551,250437,1.9470166149570551,0.0,0,0,0,0,0,0.2826295410050079,0.28409974998794496,0.2830066670139786,0.3534154579974711,resource_word,resource_word,1,s01/board-feed-008-k1.json,c6c0e7cc08ea54cd5c95692e982df26a6f1f3b7c921b9b89d4f71d43e69381bf
008,2,487605,125682,3.8796725068028834,125682,3.8796725068028834,0.0,0,0,0,0,0,0.2798536669870373,0.25579441600712016,0.28272137499880046,0.3601678750128485,resource_word,resource_word,2,s01/board-feed-008-k2.json,70efb4b15567f1c8a45807d0af25f3e4cbf4ea35ff4503b7ab9920994b974fd0
008,3,487605,84303,5.783957866268104,84303,5.783957866268104,0.0,0,0,0,0,0,0.27949216702836566,0.2646150829968974,0.28038974999799393,0.36031599997659214,resource_word,resource_word,3,s01/board-feed-008-k3.json,36997057191149fd1c6fc90971509e170ed133ea4d762f5e635c52851f7d9412
008,4,487605,63768,7.646546857357922,63768,7.646546857357922,0.0,0,0,0,0,0,0.2801307500049006,0.27316516599967144,0.2851982499996666,0.3288949579873588,resource_word,resource_word,4,s01/board-feed-008-k4.json,d5f70233f5eb932c3cc43e8c74b869d52c5dabe6ae1d1ab2647bc0d424e3e104
008,5,487605,52291,9.324836013845594,52291,9.324836013845594,0.0,0,0,0,0,0,0.28424550002091564,0.24572254202212207,0.2872801660269033,0.3500897080230061,resource_word,resource_word,5,s01/board-feed-008-k5.json,7f2f36d2423cf8f549e4d0c47e71b19e0557d74b7e1a61c2515b68d874f339a7
009,1,153261,139915,1.0953864846513954,139915,1.0953864846513954,0.0,0,0,0,0,0,0.2882475830265321,0.31993304201751016,1.1357526250067167,1.1423029589932412,component_envelope,component_envelope,1,s01/board-feed-009-k1.json,bd274ebc7f3bbd73c6ddfa8bf7f141c247a7dabd254e3b5bd53d409001fe75a5
009,2,153261,87233,1.7569153875253631,87233,1.7569153875253631,0.0,0,0,0,0,0,0.2856831249955576,0.31886704100179486,0.8526089590159245,1.0107654159946833,component_envelope,component_envelope,2,s01/board-feed-009-k2.json,44a263a9862237b7d09d7f49e074ade5afab9fe06aa423ab443f0d4c146afc94
009,3,153261,87297,1.755627341145744,87297,1.755627341145744,0.0,24576,24576,0,0,0,0.2856236250081565,0.31590633298037574,0.8396172920183744,1.0362685000000056,component_envelope,component_envelope,3,s01/board-feed-009-k3.json,1b738ba17dbd5a491cda1e0709667dfe450e6a2fc8f599e0e869d7bc788050ed
009,4,153261,87361,1.7543411819919643,87361,1.7543411819919643,0.0,49152,49152,0,0,0,0.28305399999953806,0.31325700000161305,0.8317799159849528,1.0839688330015633,component_envelope,component_envelope,4,s01/board-feed-009-k4.json,6768c18aef4e9ce25febe0adfd5fda88deeb4783078487794df768b853ef6d2a
009,5,153261,87425,1.7530569059193595,87425,1.7530569059193595,0.0,49152,49152,0,0,0,0.2870298750058282,0.3132245409942698,0.8318602910148911,1.038316666992614,component_envelope,component_envelope,5,s01/board-feed-009-k5.json,f0b69760c9ae193f54fe3ba4bbf2f57ad2b5025919c8c5cb576e4a955c963d3f
010,1,86969,71470,1.2168602210717783,71470,1.2168602210717783,0.0,0,0,0,0,0,0.28685712500009686,0.23636612499831244,0.28358850002405234,0.23392633299226873,component_envelope,component_envelope,1,s01/board-feed-010-k1.json,a14afe7914a6ba4edd7d3b52a4bea6b7e786be366e91fcd2212cfaf3ffe80d13
010,2,86969,37646,2.3101790362853953,37646,2.3101790362853953,0.0,48384,48384,0,0,0,0.28291604202240705,0.2483993750065565,0.28269550000550225,0.24415804198361002,component_envelope,component_envelope,2,s01/board-feed-010-k2.json,7e91ba9845ac0465f6aa45206467736bc25edd4e3c4b90d32f8c96e7b2780f46
010,3,86969,29582,2.9399296869718072,29582,2.9399296869718072,0.0,48384,48384,0,0,0,0.2837210829893593,0.25040758299292065,0.28376812499482185,0.2387250000028871,component_envelope,component_envelope,3,s01/board-feed-010-k3.json,7c2ae2f64b6528b9e213fd64ce60df6b5d3ad144863bbadf0c20dfe6a467a2e2
010,4,86969,29933,2.9054555173220193,29933,2.9054555173220193,0.0,96768,96768,0,0,0,0.281427458015969,0.22975520897307433,0.2764374160033185,0.24514291700324975,component_envelope,component_envelope,4,s01/board-feed-010-k4.json,fdbcb934b0167c1228296dee167a67d186d914526148d8c13123d3244029df00
010,5,86969,31024,2.8032813305827746,31024,2.8032813305827746,0.0,145152,145152,0,0,0,0.27668829198228195,0.24757970799691975,0.28154908400028944,0.23965433400007896,component_envelope,component_envelope,5,s01/board-feed-010-k5.json,4ab5633c66255b929fef4573d98623b10eddda400bb6aef857f8f1360217f9ca
011,1,184697,184697,1.0,184697,1.0,0.0,0,0,0,0,0,0.2822698749951087,0.2476667920127511,0.27947549999225885,0.28686354201636277,component_envelope,component_envelope,1,s01/board-feed-011-k1.json,e08418d19de6c2fd16fcbc9f2056c3c72ecc6e3e41d40bff89d40fd8d3f95c98
011,2,184697,92646,1.9935777043801135,92646,1.9935777043801135,0.0,180224,180224,0,0,0,0.28328741699806415,0.23530862500774674,0.2769623330095783,0.2783836660091765,component_envelope,component_envelope,2,s01/board-feed-011-k2.json,4e1fb755df2be9b16af394556d6e2fadcd1c1b958ecbfcba6b4b75f9880005c8
011,3,184697,69625,2.6527396768402154,69625,2.6527396768402154,0.0,1081344,1081344,0,0,0,0.28383129098801874,0.23923054098850116,0.27759208300267346,0.3111065839766525,component_envelope,component_envelope,3,s01/board-feed-011-k3.json,5f9abeae6820ea87718f6a4e74ad3d3993e615af5bc9e9b325d0108504456ef0
011,4,184697,46880,3.9397824232081913,46880,3.9397824232081913,0.0,540672,540672,0,0,0,0.27474291701219045,0.23641762501210906,0.27994008298264816,0.3093038329971023,component_envelope,component_envelope,4,s01/board-feed-011-k4.json,80f3580f46a9c1d9bfeff3ceec4d3d05b5de864eb7d8e2526f6b0f013625e9fc
011,5,184697,46777,3.9484575753041025,46777,3.9484575753041025,0.0,1622016,1622016,0,0,0,0.2773401250015013,0.2535345420183148,0.277455707982881,0.33069508397602476,component_envelope,component_envelope,5,s01/board-feed-011-k5.json,3ea97f8c13d3aa11cb0e74e96b95973e075a97046376496ad99e3f54e4051acc
012,1,59088,51401,1.149549619657205,51401,1.149549619657205,0.0,0,0,0,0,0,0.27947312500327826,0.2685865839885082,0.2793577910051681,0.3542606249975506,component_envelope,component_envelope,1,s01/board-feed-012-k1.json,6fbad2c012ca76fe5ff674e532f05666ae53c5874acc77b3b38449feedae2011
