case,cores,baseline_cycles,cache_cycles,no_cache_cycles,cache_speedup,no_cache_speedup,cache_gain,attempt_id,revision
053,5,1472686.0,281654.0,319746.0,5.2287061429981465,4.605799603435226,1.1352439517990158,q3-witness-full500-20260925-s59-s07-P3-053-k5-unified-attention-witness-e0,2
055,5,118835.0,23526.0,23531.0,5.051219926889399,5.050146615103481,1.0002125308169685,q3-witness-full500-20260925-s59-s07-P3-055-k5-unified-attention-witness-e0,2
057,5,59726.0,14610.0,20991.0,4.088021902806297,2.8453146586632365,1.4367556468172484,q3-witness-full500-20260925-s59-s07-P3-057-k5-unified-attention-witness-e0,2
059,5,829473.0,150736.0,150736.0,5.502819498991615,5.502819498991615,1.0,q3-witness-full500-20260925-s59-s07-P3-059-k5-unified-attention-witness-e0,2
061,5,77191.0,17600.0,19263.0,4.385852272727273,4.007215906141307,1.0944886363636364,q3-witness-full500-20260925-s59-s07-P3-061-k5-unified-attention-witness-e0,2
064,1,19116.0,16128.0,16128.0,1.1852678571428572,1.1852678571428572,1.0,q3-witness-full500-20260925-s59-s07-P3-064-k1-unified-attention-witness-e0,2
066,1,359070.0,282276.0,282276.0,1.272052884411002,1.272052884411002,1.0,q3-witness-full500-20260925-s59-s07-P3-066-k1-unified-attention-witness-e0,2
068,1,362095.0,262159.0,262159.0,1.3812037732826261,1.3812037732826261,1.0,q3-witness-full500-20260925-s59-s07-P3-068-k1-unified-attention-witness-e0,2
070,1,117300.0,93082.0,93082.0,1.2601791968371974,1.2601791968371974,1.0,q3-witness-full500-20260925-s59-s07-P3-070-k1-unified-attention-witness-e0,2
072,1,23897828.0,22953928.0,22954169.0,1.041121502167298,1.0411105712430713,1.0000104992923216,q3-witness-full500-20260925-s59-s07-P3-072-k1-unified-attention-witness-e0,2
074,1,1682239.0,1579934.0,1579934.0,1.0647527048598233,1.0647527048598233,1.0,q3-witness-full500-20260925-s59-s07-P3-074-k1-unified-attention-witness-e0,2
076,1,6185113.0,6087717.0,6090538.0,1.0159987726104875,1.0155281848664273,1.0004633921057762,q3-witness-full500-20260925-s59-s07-P3-076-k1-unified-attention-witness-e0,2
078,1,2296143.0,2058994.0,2058994.0,1.1151771204772816,1.1151771204772816,1.0,q3-witness-full500-20260925-s59-s07-P3-078-k1-unified-attention-witness-e0,2
080,1,292138.0,299150.0,299762.0,0.9765602540531506,0.9745664894149358,1.002045796423199,q3-witness-full500-20260925-s59-s07-P3-080-k1-unified-attention-witness-e0,2
082,1,721041.0,596380.0,596380.0,1.209029477849693,1.209029477849693,1.0,q3-witness-full500-20260925-s59-s07-P3-082-k1-unified-attention-witness-e0,2
084,2,2507412.0,634124.0,634124.0,3.954135153376942,3.954135153376942,1.0,q3-witness-full500-20260925-s59-s07-P3-084-k2-unified-attention-witness-e0,2
086,2,118403.0,48279.0,48343.0,2.4524741606081317,2.4492273959001305,1.0013256281198866,q3-witness-full500-20260925-s59-s07-P3-086-k2-unified-attention-witness-e0,2
088,2,243623.0,105026.0,107302.0,2.319644659417668,2.2704423030325622,1.0216708243672996,q3-witness-full500-20260925-s59-s07-P3-088-k2-unified-attention-witness-e0,2
090,2,1178363.0,450790.0,467727.0,2.6139954302446817,2.519339272695397,1.0375718183633178,q3-witness-full500-20260925-s59-s07-P3-090-k2-unified-attention-witness-e0,2
092,2,4815554.0,1926496.0,1926496.0,2.4996439130940318,2.4996439130940318,1.0,q3-witness-full500-20260925-s59-s07-P3-092-k2-unified-attention-witness-e0,2
094,2,94892.0,38604.0,39329.0,2.458087244845094,2.4127742886928223,1.0187804372603875,q3-witness-full500-20260925-s59-s07-P3-094-k2-unified-attention-witness-e0,2
096,2,84194.0,28498.0,28547.0,2.954382763702716,2.9493116614705572,1.0017194189065899,q3-witness-full500-20260925-s59-s07-P3-096-k2-unified-attention-witness-e0,2
098,2,177430.0,82472.0,82752.0,2.151396837714618,2.1441173627223513,1.003395091667475,q3-witness-full500-20260925-s59-s07-P3-098-k2-unified-attention-witness-e0,2
100,2,151223.0,56079.0,56525.0,2.696606572870415,2.675329500221141,1.007953066210168,q3-witness-full500-20260925-s59-s07-P3-100-k2-unified-attention-witness-e0,2
001,5,233110.0,47502.0,47502.0,4.9073723211654245,4.9073723211654245,1.0,q3-witness-full500-20260925-s59-s08-P3-001-k5-unified-attention-witness-e0,2
003,5,602212.0,124094.0,138802.0,4.852869598852482,4.338640653592888,1.1185230551033893,q3-witness-full500-20260925-s59-s08-P3-003-k5-unified-attention-witness-e0,2
005,5,95618.0,30642.0,37327.0,3.1204882187846747,2.5616309909716826,1.2181646106651003,q3-witness-full500-20260925-s59-s08-P3-005-k5-unified-attention-witness-e0,2
007,5,1012562.0,196870.0,196870.0,5.14330268705237,5.14330268705237,1.0,q3-witness-full500-20260925-s59-s08-P3-007-k5-unified-attention-witness-e0,2
009,5,153261.0,33957.0,38730.0,4.513384574609065,3.9571649883810998,1.1405601201519568,q3-witness-full500-20260925-s59-s08-P3-009-k5-unified-attention-witness-e0,2
011,5,184697.0,39133.0,40745.0,4.719725040247361,4.5329979138544605,1.0411928551350522,q3-witness-full500-20260925-s59-s08-P3-011-k5-unified-attention-witness-e0,2
013,5,263949.0,54117.0,54117.0,4.8773767947225455,4.8773767947225455,1.0,q3-witness-full500-20260925-s59-s08-P3-013-k5-unified-attention-witness-e0,2
015,5,177362.0,38938.0,52362.0,4.554984847706611,3.38722737863336,1.3447531973907236,q3-witness-full500-20260925-s59-s08-P3-015-k5-unified-attention-witness-e0,2
017,5,162810.0,30143.0,30143.0,5.401254022492784,5.401254022492784,1.0,q3-witness-full500-20260925-s59-s08-P3-017-k5-unified-attention-witness-e0,2
019,5,81144.0,19576.0,21398.0,4.145075602778913,3.7921301056173475,1.0930731507968943,q3-witness-full500-20260925-s59-s08-P3-019-k5-unified-attention-witness-e0,2
021,5,6567937.0,1283399.0,1285661.0,5.117611124833353,5.1086071678304,1.0017625072171632,q3-witness-full500-20260925-s59-s08-P3-021-k5-unified-attention-witness-e0,2
023,5,122614.0,19332.0,20253.0,6.3425408648872335,6.054115439687948,1.0476412166356301,q3-witness-full500-20260925-s59-s08-P3-023-k5-unified-attention-witness-e0,2
025,5,4863026.0,942938.0,942938.0,5.157312569861433,5.157312569861433,1.0,q3-witness-full500-20260925-s59-s08-P3-025-k5-unified-attention-witness-e0,2
027,5,2363952.0,474040.0,474170.0,4.986819677664332,4.985452474850792,1.0002742384608894,q3-witness-full500-20260925-s59-s08-P3-027-k5-unified-attention-witness-e0,2
029,5,37555.0,10005.0,10005.0,3.753623188405797,3.753623188405797,1.0,q3-witness-full500-20260925-s59-s08-P3-029-k5-unified-attention-witness-e0,2
031,5,1414369.0,360981.0,419362.0,3.918125884741856,3.372668482122844,1.161728733645261,q3-witness-full500-20260925-s59-s08-P3-031-k5-unified-attention-witness-e0,2
033,5,1774196.0,355782.0,358616.0,4.9867503133941575,4.947342003703126,1.0079655519391089,q3-witness-full500-20260925-s59-s08-P3-033-k5-unified-attention-witness-e0,2
035,5,169571.0,32994.0,34283.0,5.139449596896405,4.946212408482338,1.0390677092804752,q3-witness-full500-20260925-s59-s08-P3-035-k5-unified-attention-witness-e0,2
037,5,210001.0,43545.0,44187.0,4.822620277873464,4.752551655464277,1.0147433689286944,q3-witness-full500-20260925-s59-s08-P3-037-k5-unified-attention-witness-e0,2
039,5,1435262.0,381107.0,542427.0,3.766034210864665,2.6460002912834355,1.4232931958741246,q3-witness-full500-20260925-s59-s08-P3-039-k5-unified-attention-witness-e0,2
041,5,6003957.0,1212656.0,1216557.0,4.951080108456149,4.935204022499562,1.0032169057012046,q3-witness-full500-20260925-s59-s08-P3-041-k5-unified-attention-witness-e0,2
043,5,677656.0,126836.0,147755.0,5.342773345107068,4.586349023721701,1.1649295152795736,q3-witness-full500-20260925-s59-s08-P3-043-k5-unified-attention-witness-e0,2
045,5,125614.0,27620.0,27620.0,4.547936278059377,4.547936278059377,1.0,q3-witness-full500-20260925-s59-s08-P3-045-k5-unified-attention-witness-e0,2
047,5,326508.0,73805.0,78256.0,4.423927918162726,4.172306276835003,1.060307567237992,q3-witness-full500-20260925-s59-s08-P3-047-k5-unified-attention-witness-e0,2
049,5,196276.0,39725.0,40949.0,4.940868470736312,4.793181762680407,1.0308118313404657,q3-witness-full500-20260925-s59-s08-P3-049-k5-unified-attention-witness-e0,2
052,1,180301.0,142046.0,142046.0,1.2693141658336031,1.2693141658336031,1.0,q3-witness-full500-20260925-s59-s08-P3-052-k1-unified-attention-witness-e0,2
054,1,815051.0,602970.0,603078.0,1.3517272832810918,1.3514852141845666,1.000179113388726,q3-witness-full500-20260925-s59-s08-P3-054-k1-unified-attention-witness-e0,2
056,1,277285.0,246016.0,246016.0,1.127101489334027,1.127101489334027,1.0,q3-witness-full500-20260925-s59-s08-P3-056-k1-unified-attention-witness-e0,2
058,1,4539717.0,4465061.0,4465061.0,1.016720040330916,1.016720040330916,1.0,q3-witness-full500-20260925-s59-s08-P3-058-k1-unified-attention-witness-e0,2
060,1,888789.0,746296.0,751981.0,1.1909336241920097,1.18193012855378,1.0076176208903707,q3-witness-full500-20260925-s59-s08-P3-060-k1-unified-attention-witness-e0,2
062,1,2854809.0,2855025.0,2855025.0,0.9999243439199307,0.9999243439199307,1.0,q3-witness-full500-20260925-s59-s08-P3-062-k1-unified-attention-witness-e0,2
064,2,19116.0,9721.0,9733.0,1.9664643555189796,1.964039864378917,1.0012344409011418,q3-witness-full500-20260925-s59-s08-P3-064-k2-unified-attention-witness-e0,2
066,2,359070.0,144024.0,144186.0,2.493126145642393,2.490324996879031,1.0011248125312449,q3-witness-full500-20260925-s59-s08-P3-066-k2-unified-attention-witness-e0,2
068,2,362095.0,145710.0,147554.0,2.4850387756502643,2.453982948615422,1.0126552741747306,q3-witness-full500-20260925-s59-s08-P3-068-k2-unified-attention-witness-e0,2
070,2,117300.0,47872.0,47873.0,2.450284090909091,2.4502329079021576,1.0000208890374331,q3-witness-full500-20260925-s59-s08-P3-070-k2-unified-attention-witness-e0,2
072,2,23897828.0,11629446.0,11652605.0,2.0549412241993297,2.0508571259387924,1.0019914104248817,q3-witness-full500-20260925-s59-s08-P3-072-k2-unified-attention-witness-e0,2
074,2,1682239.0,792027.0,792275.0,2.123966733457319,2.123301883815594,1.000313120638564,q3-witness-full500-20260925-s59-s08-P3-074-k2-unified-attention-witness-e0,2
076,2,6185113.0,3042276.0,3042855.0,2.0330545289119066,2.032667675587565,1.0001903180382057,q3-witness-full500-20260925-s59-s08-P3-076-k2-unified-attention-witness-e0,2
078,2,2296143.0,1051555.0,1064213.0,2.18356909529221,2.1575972103328938,1.0120374112623687,q3-witness-full500-20260925-s59-s08-P3-078-k2-unified-attention-witness-e0,2
080,2,292138.0,150648.0,153972.0,1.9392092825659817,1.8973449718130568,1.0220646805798947,q3-witness-full500-20260925-s59-s08-P3-080-k2-unified-attention-witness-e0,2
082,2,721041.0,301288.0,302601.0,2.3931952152093676,2.3828110283839115,1.004357956506731,q3-witness-full500-20260925-s59-s08-P3-082-k2-unified-attention-witness-e0,2
084,3,2507412.0,422652.0,422652.0,5.932568638028449,5.932568638028449,1.0,q3-witness-full500-20260925-s59-s08-P3-084-k3-unified-attention-witness-e0,2
086,3,118403.0,38370.0,39931.0,3.0858222569715923,2.9651899526683527,1.0406828251237947,q3-witness-full500-20260925-s59-s08-P3-086-k3-unified-attention-witness-e0,2
088,3,243623.0,82484.0,88330.0,2.9535788759032053,2.758100305671912,1.0708743513893604,q3-witness-full500-20260925-s59-s08-P3-088-k3-unified-attention-witness-e0,2
090,3,1178363.0,321050.0,347451.0,3.670341068369413,3.39145088084363,1.0822332969942376,q3-witness-full500-20260925-s59-s08-P3-090-k3-unified-attention-witness-e0,2
092,3,4815554.0,1295301.0,1296643.0,3.717710400902956,3.7138626437654776,1.0010360526240618,q3-witness-full500-20260925-s59-s08-P3-092-k3-unified-attention-witness-e0,2
094,3,94892.0,32030.0,32030.0,2.962597564783016,2.962597564783016,1.0,q3-witness-full500-20260925-s59-s08-P3-094-k3-unified-attention-witness-e0,2
096,3,84194.0,20851.0,21474.0,4.03788787108532,3.9207413616466424,1.029878662893866,q3-witness-full500-20260925-s59-s08-P3-096-k3-unified-attention-witness-e0,2
098,3,177430.0,57170.0,58760.0,3.1035508133636522,3.019571136827774,1.027811789400035,q3-witness-full500-20260925-s59-s08-P3-098-k3-unified-attention-witness-e0,2
100,3,151223.0,44652.0,46649.0,3.3867016035116007,3.2417200797444745,1.0447236405984055,q3-witness-full500-20260925-s59-s08-P3-100-k3-unified-attention-witness-e0,2
002,1,261945.0,262089.0,262089.0,0.9994505683183956,0.9994505683183956,1.0,q3-witness-full500-20260925-s59-s09-P3-002-k1-unified-attention-witness-e0,2
004,1,392357.0,386363.0,386363.0,1.01551390790526,1.01551390790526,1.0,q3-witness-full500-20260925-s59-s09-P3-004-k1-unified-attention-witness-e0,2
006,1,82837.0,69415.0,69415.0,1.1933587841244688,1.1933587841244688,1.0,q3-witness-full500-20260925-s59-s09-P3-006-k1-unified-attention-witness-e0,2
008,1,487605.0,250437.0,250437.0,1.9470166149570551,1.9470166149570551,1.0,q3-witness-full500-20260925-s59-s09-P3-008-k1-unified-attention-witness-e0,2
010,1,86969.0,57684.0,57684.0,1.5076797725539144,1.5076797725539144,1.0,q3-witness-full500-20260925-s59-s09-P3-010-k1-unified-attention-witness-e0,2
012,1,59088.0,36348.0,36348.0,1.6256190161769561,1.6256190161769561,1.0,q3-witness-full500-20260925-s59-s09-P3-012-k1-unified-attention-witness-e0,2
014,1,17698626.0,17418277.0,17430036.0,1.0160951051587939,1.015409606727146,1.0006750954758614,q3-witness-full500-20260925-s59-s09-P3-014-k1-unified-attention-witness-e0,2
016,1,7715523.0,7715523.0,7715523.0,1.0,1.0,1.0,q3-witness-full500-20260925-s59-s09-P3-016-k1-unified-attention-witness-e0,2
018,1,1004367.0,971704.0,971704.0,1.0336141458715824,1.0336141458715824,1.0,q3-witness-full500-20260925-s59-s09-P3-018-k1-unified-attention-witness-e0,2
020,1,532746.0,532746.0,532746.0,1.0,1.0,1.0,q3-witness-full500-20260925-s59-s09-P3-020-k1-unified-attention-witness-e0,2
022,1,56780.0,55127.0,55127.0,1.0299853066555409,1.0299853066555409,1.0,q3-witness-full500-20260925-s59-s09-P3-022-k1-unified-attention-witness-e0,2
024,1,2555343.0,2555343.0,2555343.0,1.0,1.0,1.0,q3-witness-full500-20260925-s59-s09-P3-024-k1-unified-attention-witness-e0,2
026,1,99203.0,73319.0,74116.0,1.3530326381974658,1.3384829186680338,1.0108703064689917,q3-witness-full500-20260925-s59-s09-P3-026-k1-unified-attention-witness-e0,2
028,1,43836040.0,39427116.0,39427116.0,1.111824664020569,1.111824664020569,1.0,q3-witness-full500-20260925-s59-s09-P3-028-k1-unified-attention-witness-e0,2
030,1,2808034.0,2795156.0,2795858.0,1.0046072562676287,1.0043550137381798,1.0002511487730916,q3-witness-full500-20260925-s59-s09-P3-030-k1-unified-attention-witness-e0,2
032,1,41443.0,34107.0,34107.0,1.215087811886123,1.215087811886123,1.0,q3-witness-full500-20260925-s59-s09-P3-032-k1-unified-attention-witness-e0,2
034,1,842996.0,750528.0,755680.0,1.1232039310991728,1.1155462629684523,1.0068645007248231,q3-witness-full500-20260925-s59-s09-P3-034-k1-unified-attention-witness-e0,2
036,1,931510.0,931510.0,931510.0,1.0,1.0,1.0,q3-witness-full500-20260925-s59-s09-P3-036-k1-unified-attention-witness-e0,2
038,1,1364555.0,1329688.0,1329688.0,1.0262219407861093,1.0262219407861093,1.0,q3-witness-full500-20260925-s59-s09-P3-038-k1-unified-attention-witness-e0,2
040,1,253454.0,274949.0,275606.0,0.9218218651458998,0.9196243913412625,1.0023895340590436,q3-witness-full500-20260925-s59-s09-P3-040-k1-unified-attention-witness-e0,2
042,1,1686740.0,1600513.0,1600513.0,1.0538746014559082,1.0538746014559082,1.0,q3-witness-full500-20260925-s59-s09-P3-042-k1-unified-attention-witness-e0,2
044,1,154407.0,78142.0,78142.0,1.975979626833201,1.975979626833201,1.0,q3-witness-full500-20260925-s59-s09-P3-044-k1-unified-attention-witness-e0,2
046,1,276455.0,216019.0,216019.0,1.2797716867497766,1.2797716867497766,1.0,q3-witness-full500-20260925-s59-s09-P3-046-k1-unified-attention-witness-e0,2
048,1,222220.0,145921.0,145921.0,1.5228788179905566,1.5228788179905566,1.0,q3-witness-full500-20260925-s59-s09-P3-048-k1-unified-attention-witness-e0,2
050,1,149690.0,140768.0,141227.0,1.0633808820186406,1.059924801914648,1.0032606842464196,q3-witness-full500-20260925-s59-s09-P3-050-k1-unified-attention-witness-e0,2
052,2,180301.0,73755.0,74054.0,2.4445935868754662,2.4347233100170147,1.004053962443224,q3-witness-full500-20260925-s59-s09-P3-052-k2-unified-attention-witness-e0,2
054,2,815051.0,314005.0,314018.0,2.595662489450805,2.5955550318771534,1.0000414006146399,q3-witness-full500-20260925-s59-s09-P3-054-k2-unified-attention-witness-e0,2
056,2,277285.0,124302.0,124304.0,2.230736432237615,2.2307005406101172,1.0000160898456985,q3-witness-full500-20260925-s59-s09-P3-056-k2-unified-attention-witness-e0,2
058,2,4539717.0,2244734.0,2250887.0,2.0223852803940243,2.016856910186962,1.0027410820168448,q3-witness-full500-20260925-s59-s09-P3-058-k2-unified-attention-witness-e0,2
060,2,888789.0,405081.0,413274.0,2.1941019203566694,2.1506046835755455,1.020225584512727,q3-witness-full500-20260925-s59-s09-P3-060-k2-unified-attention-witness-e0,2
062,2,2854809.0,1514152.0,1514152.0,1.8854177123564873,1.8854177123564873,1.0,q3-witness-full500-20260925-s59-s09-P3-062-k2-unified-attention-witness-e0,2
064,3,19116.0,8421.0,8436.0,2.2700391877449233,2.266002844950213,1.001781261132882,q3-witness-full500-20260925-s59-s09-P3-064-k3-unified-attention-witness-e0,2
066,3,359070.0,103554.0,106535.0,3.467466249493018,3.370441638898015,1.0287869131081369,q3-witness-full500-20260925-s59-s09-P3-066-k3-unified-attention-witness-e0,2
068,3,362095.0,112078.0,117421.0,3.2307410910258927,3.0837328927534258,1.0476721568907368,q3-witness-full500-20260925-s59-s09-P3-068-k3-unified-attention-witness-e0,2
070,3,117300.0,32986.0,33627.0,3.556054083550597,3.4882683557855296,1.0194324865094282,q3-witness-full500-20260925-s59-s09-P3-070-k3-unified-attention-witness-e0,2
072,3,23897828.0,7751062.0,7802974.0,3.083168216174764,3.0626563666622495,1.0066974048201396,q3-witness-full500-20260925-s59-s09-P3-072-k3-unified-attention-witness-e0,2
074,3,1682239.0,533553.0,539145.0,3.152899524508343,3.12019772046481,1.0104806832685786,q3-witness-full500-20260925-s59-s09-P3-074-k3-unified-attention-witness-e0,2
076,3,6185113.0,2028362.0,2028644.0,3.0493141756747564,3.048890293220496,1.0001390284377247,q3-witness-full500-20260925-s59-s09-P3-076-k3-unified-attention-witness-e0,2
078,3,2296143.0,700285.0,710847.0,3.278869317492164,3.23015079194257,1.0150824307246336,q3-witness-full500-20260925-s59-s09-P3-078-k3-unified-attention-witness-e0,2
080,3,292138.0,100615.0,100615.0,2.903523331511206,2.903523331511206,1.0,q3-witness-full500-20260925-s59-s09-P3-080-k3-unified-attention-witness-e0,2
082,3,721041.0,207030.0,207910.0,3.482785103608173,3.4680438651339522,1.0042505917016857,q3-witness-full500-20260925-s59-s09-P3-082-k3-unified-attention-witness-e0,2
084,4,2507412.0,317988.0,317988.0,7.885240952488773,7.885240952488773,1.0,q3-witness-full500-20260925-s59-s09-P3-084-k4-unified-attention-witness-e0,2
086,4,118403.0,34684.0,39402.0,3.4137642717102987,3.0049997462057765,1.1360281397762657,q3-witness-full500-20260925-s59-s09-P3-086-k4-unified-attention-witness-e0,2
088,4,243623.0,83118.0,92946.0,2.9310498327678722,2.6211240935597013,1.1182415361293583,q3-witness-full500-20260925-s59-s09-P3-088-k4-unified-attention-witness-e0,2
090,4,1178363.0,295964.0,316083.0,3.9814403103080105,3.7280176409360832,1.0679778621724263,q3-witness-full500-20260925-s59-s09-P3-090-k4-unified-attention-witness-e0,2
092,4,4815554.0,991644.0,991610.0,4.856131837635281,4.856298343098597,0.9999657135020229,q3-witness-full500-20260925-s59-s09-P3-092-k4-unified-attention-witness-e0,2
094,4,94892.0,25223.0,25223.0,3.7621218728937875,3.7621218728937875,1.0,q3-witness-full500-20260925-s59-s09-P3-094-k4-unified-attention-witness-e0,2
096,4,84194.0,17069.0,18641.0,4.932567812994317,4.516603186524328,1.0920967836428612,q3-witness-full500-20260925-s59-s09-P3-096-k4-unified-attention-witness-e0,2
098,4,177430.0,45252.0,51661.0,3.92093167152833,3.434505719982192,1.1416290992663307,q3-witness-full500-20260925-s59-s09-P3-098-k4-unified-attention-witness-e0,2
100,4,151223.0,35774.0,42200.0,4.2271761614580425,3.5834834123222747,1.1796276625482194,q3-witness-full500-20260925-s59-s09-P3-100-k4-unified-attention-witness-e0,2
002,2,261945.0,136624.0,136624.0,1.9172692938283171,1.9172692938283171,1.0,q3-witness-full500-20260925-s59-s10-P3-002-k2-unified-attention-witness-e0,2
004,2,392357.0,195960.0,195960.0,2.0022300469483567,2.0022300469483567,1.0,q3-witness-full500-20260925-s59-s10-P3-004-k2-unified-attention-witness-e0,2
006,2,82837.0,37307.0,37863.0,2.220414399442464,2.187808678657264,1.0149033693408744,q3-witness-full500-20260925-s59-s10-P3-006-k2-unified-attention-witness-e0,2
008,2,487605.0,125682.0,125682.0,3.8796725068028834,3.8796725068028834,1.0,q3-witness-full500-20260925-s59-s10-P3-008-k2-unified-attention-witness-e0,2
010,2,86969.0,29542.0,29542.0,2.943910364904204,2.943910364904204,1.0,q3-witness-full500-20260925-s59-s10-P3-010-k2-unified-attention-witness-e0,2
012,2,59088.0,18967.0,19002.0,3.115305530658512,3.1095674139564258,1.001845310275742,q3-witness-full500-20260925-s59-s10-P3-012-k2-unified-attention-witness-e0,2
014,2,17698626.0,8765645.0,8768077.0,2.019089981398973,2.018529946760276,1.0002774467822961,q3-witness-full500-20260925-s59-s10-P3-014-k2-unified-attention-witness-e0,2
016,2,7715523.0,4017614.0,4017614.0,1.9204241622017446,1.9204241622017446,1.0,q3-witness-full500-20260925-s59-s10-P3-016-k2-unified-attention-witness-e0,2
018,2,1004367.0,488538.0,489435.0,2.055862594107316,2.0520947623279904,1.001836090539528,q3-witness-full500-20260925-s59-s10-P3-018-k2-unified-attention-witness-e0,2
020,2,532746.0,266580.0,266580.0,1.9984469952734638,1.9984469952734638,1.0,q3-witness-full500-20260925-s59-s10-P3-020-k2-unified-attention-witness-e0,2
022,2,56780.0,28060.0,28060.0,2.0235210263720598,2.0235210263720598,1.0,q3-witness-full500-20260925-s59-s10-P3-022-k2-unified-attention-witness-e0,2
024,2,2555343.0,1331138.0,1331138.0,1.9196679833345605,1.9196679833345605,1.0,q3-witness-full500-20260925-s59-s10-P3-024-k2-unified-attention-witness-e0,2
026,2,99203.0,39404.0,41307.0,2.5175870470003043,2.401602633936137,1.0482945893817885,q3-witness-full500-20260925-s59-s10-P3-026-k2-unified-attention-witness-e0,2
028,2,43836040.0,19938966.0,20108866.0,2.198511196618721,2.1799359546182266,1.0085210035465229,q3-witness-full500-20260925-s59-s10-P3-028-k2-unified-attention-witness-e0,2
030,2,2808034.0,1394911.0,1395548.0,2.0130560300979776,2.012137167621608,1.0004566599589508,q3-witness-full500-20260925-s59-s10-P3-030-k2-unified-attention-witness-e0,2
032,2,41443.0,17737.0,17758.0,2.3365281614703726,2.333765063633292,1.0011839657213735,q3-witness-full500-20260925-s59-s10-P3-032-k2-unified-attention-witness-e0,2
034,2,842996.0,382433.0,388399.0,2.2042972233044744,2.17043813192104,1.0156001181906373,q3-witness-full500-20260925-s59-s10-P3-034-k2-unified-attention-witness-e0,2
036,2,931510.0,466068.0,466068.0,1.998656848356892,1.998656848356892,1.0,q3-witness-full500-20260925-s59-s10-P3-036-k2-unified-attention-witness-e0,2
038,2,1364555.0,666804.0,666725.0,2.0464109393464947,2.04665341782594,0.9998815244059723,q3-witness-full500-20260925-s59-s10-P3-038-k2-unified-attention-witness-e0,2
040,2,253454.0,121100.0,124844.0,2.0929314616019816,2.0301656467271156,1.030916597853014,q3-witness-full500-20260925-s59-s10-P3-040-k2-unified-attention-witness-e0,2
042,2,1686740.0,802691.0,803096.0,2.1013565618650265,2.1002968511859104,1.0005045528104837,q3-witness-full500-20260925-s59-s10-P3-042-k2-unified-attention-witness-e0,2
044,2,154407.0,56468.0,56468.0,2.734415952397818,2.734415952397818,1.0,q3-witness-full500-20260925-s59-s10-P3-044-k2-unified-attention-witness-e0,2
046,2,276455.0,108498.0,108498.0,2.5480193183284485,2.5480193183284485,1.0,q3-witness-full500-20260925-s59-s10-P3-046-k2-unified-attention-witness-e0,2
048,2,222220.0,102124.0,102159.0,2.1759821393599936,2.1752366409224835,1.0003427206141553,q3-witness-full500-20260925-s59-s10-P3-048-k2-unified-attention-witness-e0,2
050,2,149690.0,69933.0,70852.0,2.1404773140005435,2.1127138260035,1.0131411493858407,q3-witness-full500-20260925-s59-s10-P3-050-k2-unified-attention-witness-e0,2
052,3,180301.0,51544.0,52576.0,3.4980017072792178,3.429340383444918,1.020021729008226,q3-witness-full500-20260925-s59-s10-P3-052-k3-unified-attention-witness-e0,2
054,3,815051.0,217923.0,218987.0,3.74008709498309,3.7219149995205196,1.0048824584830423,q3-witness-full500-20260925-s59-s10-P3-054-k3-unified-attention-witness-e0,2
056,3,277285.0,83591.0,83704.0,3.317163330980608,3.312685176335659,1.0013518201720282,q3-witness-full500-20260925-s59-s10-P3-056-k3-unified-attention-witness-e0,2
058,3,4539717.0,1670803.0,1670803.0,2.7170869336480723,2.7170869336480723,1.0,q3-witness-full500-20260925-s59-s10-P3-058-k3-unified-attention-witness-e0,2
060,3,888789.0,288958.0,291456.0,3.075841471770984,3.0494791666666665,1.0086448549616207,q3-witness-full500-20260925-s59-s10-P3-060-k3-unified-attention-witness-e0,2
062,3,2854809.0,1006775.0,1006775.0,2.835597824737404,2.835597824737404,1.0,q3-witness-full500-20260925-s59-s10-P3-062-k3-unified-attention-witness-e0,2
064,4,19116.0,7016.0,7028.0,2.724629418472064,2.719977233921457,1.0017103762827821,q3-witness-full500-20260925-s59-s10-P3-064-k4-unified-attention-witness-e0,2
066,4,359070.0,88752.0,92812.0,4.045767982693348,3.868788518726027,1.0457454479899044,q3-witness-full500-20260925-s59-s10-P3-066-k4-unified-attention-witness-e0,2
068,4,362095.0,117885.0,130970.0,3.071595198710608,2.7647171107887303,1.1109980065317895,q3-witness-full500-20260925-s59-s10-P3-068-k4-unified-attention-witness-e0,2
070,4,117300.0,30249.0,31313.0,3.877814142616285,3.7460479672979274,1.0351747165195544,q3-witness-full500-20260925-s59-s10-P3-070-k4-unified-attention-witness-e0,2
072,4,23897828.0,5835812.0,5875033.0,4.095030477335459,4.0676925559396855,1.0067207442597534,q3-witness-full500-20260925-s59-s10-P3-072-k4-unified-attention-witness-e0,2
074,4,1682239.0,404377.0,412974.0,4.16007586979477,4.073474359160625,1.021259863938849,q3-witness-full500-20260925-s59-s10-P3-074-k4-unified-attention-witness-e0,2
076,4,6185113.0,1520314.0,1521110.0,4.068312861685152,4.066183905174511,1.000523576050737,q3-witness-full500-20260925-s59-s10-P3-076-k4-unified-attention-witness-e0,2
078,4,2296143.0,539973.0,545681.0,4.252329283130823,4.207848541547167,1.0105708989153162,q3-witness-full500-20260925-s59-s10-P3-078-k4-unified-attention-witness-e0,2
080,4,292138.0,83124.0,112445.0,3.5144843847745535,2.5980523811641247,1.3527380780520668,q3-witness-full500-20260925-s59-s10-P3-080-k4-unified-attention-witness-e0,2
