case,cores,baseline_cycles,cache_cycles,no_cache_cycles,cache_speedup,no_cache_speedup,cache_gain,attempt_id,revision
023,1,122614.0,78947.0,78981.0,1.5531179145502678,1.55244932325496,1.000430668676454,q3-witness-full500-20260925-s59-s04-P3-023-k1-unified-attention-witness-e0,2
025,1,4863026.0,4703066.0,4703066.0,1.034011855245068,1.034011855245068,1.0,q3-witness-full500-20260925-s59-s04-P3-025-k1-unified-attention-witness-e0,2
027,1,2363952.0,2356733.0,2358379.0,1.003063138675446,1.002363063782369,1.0006984244715036,q3-witness-full500-20260925-s59-s04-P3-027-k1-unified-attention-witness-e0,2
029,1,37555.0,37555.0,37555.0,1.0,1.0,1.0,q3-witness-full500-20260925-s59-s04-P3-029-k1-unified-attention-witness-e0,2
031,1,1414369.0,1341484.0,1342229.0,1.0543316208020372,1.0537464173401112,1.000555355114187,q3-witness-full500-20260925-s59-s04-P3-031-k1-unified-attention-witness-e0,2
033,1,1774196.0,1741019.0,1741213.0,1.0190560815246703,1.0189425417797822,1.000111428996467,q3-witness-full500-20260925-s59-s04-P3-033-k1-unified-attention-witness-e0,2
035,1,169571.0,146198.0,146198.0,1.1598722280742555,1.1598722280742555,1.0,q3-witness-full500-20260925-s59-s04-P3-035-k1-unified-attention-witness-e0,2
037,1,210001.0,212287.0,212287.0,0.9892315591628315,0.9892315591628315,1.0,q3-witness-full500-20260925-s59-s04-P3-037-k1-unified-attention-witness-e0,2
039,1,1435262.0,1435266.0,1435266.0,0.9999972130601575,0.9999972130601575,1.0,q3-witness-full500-20260925-s59-s04-P3-039-k1-unified-attention-witness-e0,2
041,1,6003957.0,5919382.0,5919556.0,1.0142878090989904,1.0142579950253026,1.0000293949604875,q3-witness-full500-20260925-s59-s04-P3-041-k1-unified-attention-witness-e0,2
043,1,677656.0,531018.0,531256.0,1.2761450647623998,1.275573358230307,1.0004481957297116,q3-witness-full500-20260925-s59-s04-P3-043-k1-unified-attention-witness-e0,2
045,1,125614.0,125614.0,125614.0,1.0,1.0,1.0,q3-witness-full500-20260925-s59-s04-P3-045-k1-unified-attention-witness-e0,2
047,1,326508.0,275355.0,275355.0,1.1857710954949066,1.1857710954949066,1.0,q3-witness-full500-20260925-s59-s04-P3-047-k1-unified-attention-witness-e0,2
049,1,196276.0,166533.0,166533.0,1.1786012381930309,1.1786012381930309,1.0,q3-witness-full500-20260925-s59-s04-P3-049-k1-unified-attention-witness-e0,2
051,1,607628.0,607628.0,607628.0,1.0,1.0,1.0,q3-witness-full500-20260925-s59-s04-P3-051-k1-unified-attention-witness-e0,2
053,2,1472686.0,610490.0,612146.0,2.4123015938017,2.405775746308887,1.002712575144556,q3-witness-full500-20260925-s59-s04-P3-053-k2-unified-attention-witness-e0,2
055,2,118835.0,38646.0,39699.0,3.074962479946178,2.9934003375399882,1.027247321844434,q3-witness-full500-20260925-s59-s04-P3-055-k2-unified-attention-witness-e0,2
057,2,59726.0,25891.0,25986.0,2.306824765362481,2.2983914415454474,1.003669228689506,q3-witness-full500-20260925-s59-s04-P3-057-k2-unified-attention-witness-e0,2
059,2,829473.0,369318.0,369318.0,2.2459587672412393,2.2459587672412393,1.0,q3-witness-full500-20260925-s59-s04-P3-059-k2-unified-attention-witness-e0,2
061,2,77191.0,37327.0,37327.0,2.0679668872397996,2.0679668872397996,1.0,q3-witness-full500-20260925-s59-s04-P3-061-k2-unified-attention-witness-e0,2
063,3,1070397.0,399623.0,399623.0,2.678517002274644,2.678517002274644,1.0,q3-witness-full500-20260925-s59-s04-P3-063-k3-unified-attention-witness-e0,2
065,3,53068.0,13480.0,14618.0,3.936795252225519,3.6303187850595156,1.0844213649851633,q3-witness-full500-20260925-s59-s04-P3-065-k3-unified-attention-witness-e0,2
067,3,63834834.0,20191133.0,21220902.0,3.1615280826489527,3.0081112480515673,1.0510010508077976,q3-witness-full500-20260925-s59-s04-P3-067-k3-unified-attention-witness-e0,2
069,3,25144.0,10236.0,10582.0,2.4564282923016805,2.376110376110376,1.0338022665103557,q3-witness-full500-20260925-s59-s04-P3-069-k3-unified-attention-witness-e0,2
071,3,18919.0,7904.0,8395.0,2.3935981781376516,2.253603335318642,1.0621204453441295,q3-witness-full500-20260925-s59-s04-P3-071-k3-unified-attention-witness-e0,2
073,3,10081626.0,3253412.0,4465374.0,3.098785521169775,2.257733842674768,1.3725202956158027,q3-witness-full500-20260925-s59-s04-P3-073-k3-unified-attention-witness-e0,2
075,3,1441809.0,417833.0,420169.0,3.4506824496868367,3.431497802074879,1.00559075037156,q3-witness-full500-20260925-s59-s04-P3-075-k3-unified-attention-witness-e0,2
077,3,495320.0,163520.0,170250.0,3.029109589041096,2.9093685756240824,1.0411570450097847,q3-witness-full500-20260925-s59-s04-P3-077-k3-unified-attention-witness-e0,2
079,3,31052251.0,9971923.0,9971329.0,3.113968188482803,3.114153690044727,0.9999404327530407,q3-witness-full500-20260925-s59-s04-P3-079-k3-unified-attention-witness-e0,2
081,3,151795.0,52151.0,52151.0,2.9106824413721695,2.9106824413721695,1.0,q3-witness-full500-20260925-s59-s04-P3-081-k3-unified-attention-witness-e0,2
083,4,1057993.0,228896.0,229244.0,4.622155913602684,4.6151393275287464,1.0015203411156157,q3-witness-full500-20260925-s59-s04-P3-083-k4-unified-attention-witness-e0,2
085,4,3187899.0,692413.0,697789.0,4.604042673953262,4.568571588259489,1.0077641523194971,q3-witness-full500-20260925-s59-s04-P3-085-k4-unified-attention-witness-e0,2
087,4,3974071.0,939085.0,970185.0,4.231854411474999,4.096199178507192,1.0331173429455267,q3-witness-full500-20260925-s59-s04-P3-087-k4-unified-attention-witness-e0,2
089,4,693092.0,149816.0,149816.0,4.626288246916217,4.626288246916217,1.0,q3-witness-full500-20260925-s59-s04-P3-089-k4-unified-attention-witness-e0,2
091,4,9186769.0,2262825.0,2277202.0,4.059867201396484,4.034235434537647,1.006353562471689,q3-witness-full500-20260925-s59-s04-P3-091-k4-unified-attention-witness-e0,2
093,4,74205.0,19743.0,19743.0,3.7585473332320314,3.7585473332320314,1.0,q3-witness-full500-20260925-s59-s04-P3-093-k4-unified-attention-witness-e0,2
095,4,2084853.0,269686.0,269686.0,7.730668258641531,7.730668258641531,1.0,q3-witness-full500-20260925-s59-s04-P3-095-k4-unified-attention-witness-e0,2
097,4,11491509.0,2630420.0,2630420.0,4.368697394332464,4.368697394332464,1.0,q3-witness-full500-20260925-s59-s04-P3-097-k4-unified-attention-witness-e0,2
099,4,1622999.0,403924.0,405256.0,4.018080133886572,4.004873462700121,1.0032976500529802,q3-witness-full500-20260925-s59-s04-P3-099-k4-unified-attention-witness-e0,2
001,2,233110.0,116868.0,116868.0,1.9946435294520313,1.9946435294520313,1.0,q3-witness-full500-20260925-s59-s05-P3-001-k2-unified-attention-witness-e0,2
003,2,602212.0,229045.0,229320.0,2.6292300639612303,2.626077097505669,1.001200637429326,q3-witness-full500-20260925-s59-s05-P3-003-k2-unified-attention-witness-e0,2
005,2,95618.0,39844.0,39888.0,2.399809256098785,2.3971620537505016,1.0011043067965064,q3-witness-full500-20260925-s59-s05-P3-005-k2-unified-attention-witness-e0,2
007,2,1012562.0,490466.0,490466.0,2.0644896893974303,2.0644896893974303,1.0,q3-witness-full500-20260925-s59-s05-P3-007-k2-unified-attention-witness-e0,2
009,2,153261.0,61652.0,61923.0,2.485904755725686,2.4750254348142047,1.0043956400441185,q3-witness-full500-20260925-s59-s05-P3-009-k2-unified-attention-witness-e0,2
011,2,184697.0,92646.0,92646.0,1.9935777043801135,1.9935777043801135,1.0,q3-witness-full500-20260925-s59-s05-P3-011-k2-unified-attention-witness-e0,2
013,2,263949.0,132198.0,132198.0,1.9966187083011846,1.9966187083011846,1.0,q3-witness-full500-20260925-s59-s05-P3-013-k2-unified-attention-witness-e0,2
015,2,177362.0,72694.0,75322.0,2.4398437285057915,2.35471708133082,1.036151539329243,q3-witness-full500-20260925-s59-s05-P3-015-k2-unified-attention-witness-e0,2
017,2,162810.0,56703.0,56703.0,2.871276652028993,2.871276652028993,1.0,q3-witness-full500-20260925-s59-s05-P3-017-k2-unified-attention-witness-e0,2
019,2,81144.0,26642.0,26688.0,3.045717288491855,3.0404676258992804,1.0017265971023197,q3-witness-full500-20260925-s59-s05-P3-019-k2-unified-attention-witness-e0,2
021,2,6567937.0,3226472.0,3226472.0,2.035640476656856,2.035640476656856,1.0,q3-witness-full500-20260925-s59-s05-P3-021-k2-unified-attention-witness-e0,2
023,2,122614.0,40077.0,40711.0,3.059460538463458,3.0118149885780254,1.0158195473713103,q3-witness-full500-20260925-s59-s05-P3-023-k2-unified-attention-witness-e0,2
025,2,4863026.0,2351860.0,2351860.0,2.0677361747723078,2.0677361747723078,1.0,q3-witness-full500-20260925-s59-s05-P3-025-k2-unified-attention-witness-e0,2
027,2,2363952.0,1136030.0,1136480.0,2.0808887089249404,2.080064761368436,1.0003961162997457,q3-witness-full500-20260925-s59-s05-P3-027-k2-unified-attention-witness-e0,2
029,2,37555.0,18880.0,18880.0,1.9891419491525424,1.9891419491525424,1.0,q3-witness-full500-20260925-s59-s05-P3-029-k2-unified-attention-witness-e0,2
031,2,1414369.0,686138.0,686892.0,2.061347717223066,2.0590849798803887,1.00109890430205,q3-witness-full500-20260925-s59-s05-P3-031-k2-unified-attention-witness-e0,2
033,2,1774196.0,875407.0,875407.0,2.026709861812848,2.026709861812848,1.0,q3-witness-full500-20260925-s59-s05-P3-033-k2-unified-attention-witness-e0,2
035,2,169571.0,72879.0,72959.0,2.3267470739170406,2.3241957811921763,1.0010977099027154,q3-witness-full500-20260925-s59-s05-P3-035-k2-unified-attention-witness-e0,2
037,2,210001.0,106190.0,106190.0,1.9775967605235898,1.9775967605235898,1.0,q3-witness-full500-20260925-s59-s05-P3-037-k2-unified-attention-witness-e0,2
039,2,1435262.0,719322.0,722983.0,1.9952983503910626,1.9851946726271572,1.0050895148487047,q3-witness-full500-20260925-s59-s05-P3-039-k2-unified-attention-witness-e0,2
041,2,6003957.0,2990555.0,2990625.0,2.007639719048805,2.007592727272727,1.0000234070264549,q3-witness-full500-20260925-s59-s05-P3-041-k2-unified-attention-witness-e0,2
043,2,677656.0,268825.0,269872.0,2.5208072165907187,2.511027450050394,1.0038947270529155,q3-witness-full500-20260925-s59-s05-P3-043-k2-unified-attention-witness-e0,2
045,2,125614.0,63059.0,63059.0,1.99200748505368,1.99200748505368,1.0,q3-witness-full500-20260925-s59-s05-P3-045-k2-unified-attention-witness-e0,2
047,2,326508.0,142245.0,142286.0,2.295391753664452,2.2947303318668033,1.0002882350873492,q3-witness-full500-20260925-s59-s05-P3-047-k2-unified-attention-witness-e0,2
049,2,196276.0,85784.0,85786.0,2.28802573906556,2.2879723964283216,1.0000233143709782,q3-witness-full500-20260925-s59-s05-P3-049-k2-unified-attention-witness-e0,2
051,2,607628.0,317125.0,317125.0,1.9160520299566417,1.9160520299566417,1.0,q3-witness-full500-20260925-s59-s05-P3-051-k2-unified-attention-witness-e0,2
053,3,1472686.0,413676.0,423992.0,3.559998646283565,3.473381573237231,1.0249373906148773,q3-witness-full500-20260925-s59-s05-P3-053-k3-unified-attention-witness-e0,2
055,3,118835.0,31699.0,33721.0,3.7488564308022334,3.524065122623884,1.0637875011830027,q3-witness-full500-20260925-s59-s05-P3-055-k3-unified-attention-witness-e0,2
057,3,59726.0,18243.0,19811.0,3.2739132818067205,3.0147897632628338,1.0859507756399716,q3-witness-full500-20260925-s59-s05-P3-057-k3-unified-attention-witness-e0,2
059,3,829473.0,259753.0,260748.0,3.193314417927801,3.181128906070229,1.0038305621109285,q3-witness-full500-20260925-s59-s05-P3-059-k3-unified-attention-witness-e0,2
061,3,77191.0,25961.0,26314.0,2.973344632333115,2.9334574751083076,1.0135973190555063,q3-witness-full500-20260925-s59-s05-P3-061-k3-unified-attention-witness-e0,2
063,4,1070397.0,293826.0,293826.0,3.6429621612791245,3.6429621612791245,1.0,q3-witness-full500-20260925-s59-s05-P3-063-k4-unified-attention-witness-e0,2
065,4,53068.0,12461.0,15036.0,4.258727228954338,3.5293961159882947,1.2066447315624749,q3-witness-full500-20260925-s59-s05-P3-065-k4-unified-attention-witness-e0,2
067,4,63834834.0,15165583.0,16029420.0,4.2091909028489045,3.9823545705334316,1.0569603555629876,q3-witness-full500-20260925-s59-s05-P3-067-k4-unified-attention-witness-e0,2
069,4,25144.0,9370.0,10534.0,2.6834578441835646,2.386937535599013,1.1242262540021344,q3-witness-full500-20260925-s59-s05-P3-069-k4-unified-attention-witness-e0,2
071,4,18919.0,7506.0,8121.0,2.5205169197974953,2.3296392069942127,1.0819344524380496,q3-witness-full500-20260925-s59-s05-P3-071-k4-unified-attention-witness-e0,2
073,4,10081626.0,2336728.0,3456587.0,4.314419992399629,2.91664176252471,1.4792423422837404,q3-witness-full500-20260925-s59-s05-P3-073-k4-unified-attention-witness-e0,2
075,4,1441809.0,357355.0,358968.0,4.034668606847532,4.016539078692251,1.0045137188510025,q3-witness-full500-20260925-s59-s05-P3-075-k4-unified-attention-witness-e0,2
077,4,495320.0,137173.0,148735.0,3.610914684376663,3.3302181732611693,1.0842877242606053,q3-witness-full500-20260925-s59-s05-P3-077-k4-unified-attention-witness-e0,2
079,4,31052251.0,7604032.0,7604032.0,4.083656013020461,4.083656013020461,1.0,q3-witness-full500-20260925-s59-s05-P3-079-k4-unified-attention-witness-e0,2
081,4,151795.0,39937.0,39937.0,3.8008613566367027,3.8008613566367027,1.0,q3-witness-full500-20260925-s59-s05-P3-081-k4-unified-attention-witness-e0,2
083,5,1057993.0,213988.0,216899.0,4.944169766528964,4.877814097805891,1.013603566555134,q3-witness-full500-20260925-s59-s05-P3-083-k5-unified-attention-witness-e0,2
085,5,3187899.0,571252.0,580245.0,5.580547639220519,5.494056820825686,1.0157426144678705,q3-witness-full500-20260925-s59-s05-P3-085-k5-unified-attention-witness-e0,2
087,5,3974071.0,794300.0,923459.0,5.003236812287549,4.303462308559449,1.1626073272063453,q3-witness-full500-20260925-s59-s05-P3-087-k5-unified-attention-witness-e0,2
089,5,693092.0,120500.0,120500.0,5.751800829875519,5.751800829875519,1.0,q3-witness-full500-20260925-s59-s05-P3-089-k5-unified-attention-witness-e0,2
091,5,9186769.0,1802904.0,1832509.0,5.095539751423259,5.013219034667769,1.0164207301109764,q3-witness-full500-20260925-s59-s05-P3-091-k5-unified-attention-witness-e0,2
093,5,74205.0,15630.0,15630.0,4.747600767754319,4.747600767754319,1.0,q3-witness-full500-20260925-s59-s05-P3-093-k5-unified-attention-witness-e0,2
095,5,2084853.0,216624.0,216624.0,9.62429370706847,9.62429370706847,1.0,q3-witness-full500-20260925-s59-s05-P3-095-k5-unified-attention-witness-e0,2
097,5,11491509.0,2130851.0,2131703.0,5.392920011769945,5.39076456710902,1.0003998402516179,q3-witness-full500-20260925-s59-s05-P3-097-k5-unified-attention-witness-e0,2
099,5,1622999.0,324658.0,330918.0,4.999103672171947,4.904535262512163,1.019281828878389,q3-witness-full500-20260925-s59-s05-P3-099-k5-unified-attention-witness-e0,2
001,3,233110.0,78545.0,78545.0,2.9678528232223567,2.9678528232223567,1.0,q3-witness-full500-20260925-s59-s06-P3-001-k3-unified-attention-witness-e0,2
003,3,602212.0,169168.0,170057.0,3.559845833727419,3.5412361737535063,1.0052551309940414,q3-witness-full500-20260925-s59-s06-P3-003-k3-unified-attention-witness-e0,2
005,3,95618.0,30855.0,31950.0,3.0989466861124617,2.992738654147105,1.0354885755955274,q3-witness-full500-20260925-s59-s06-P3-005-k3-unified-attention-witness-e0,2
007,3,1012562.0,326994.0,326994.0,3.096576695596861,3.096576695596861,1.0,q3-witness-full500-20260925-s59-s06-P3-007-k3-unified-attention-witness-e0,2
009,3,153261.0,44457.0,45770.0,3.4473986098927054,3.348503386497706,1.0295341566007603,q3-witness-full500-20260925-s59-s06-P3-009-k3-unified-attention-witness-e0,2
011,3,184697.0,69625.0,69625.0,2.6527396768402154,2.6527396768402154,1.0,q3-witness-full500-20260925-s59-s06-P3-011-k3-unified-attention-witness-e0,2
013,3,263949.0,88351.0,88351.0,2.98750438591527,2.98750438591527,1.0,q3-witness-full500-20260925-s59-s06-P3-013-k3-unified-attention-witness-e0,2
015,3,177362.0,41211.0,44464.0,4.303753852126859,3.988889888449082,1.078935235738031,q3-witness-full500-20260925-s59-s06-P3-015-k3-unified-attention-witness-e0,2
017,3,162810.0,40602.0,42129.0,4.00990099009901,3.8645588549455243,1.0376089847790748,q3-witness-full500-20260925-s59-s06-P3-017-k3-unified-attention-witness-e0,2
019,3,81144.0,21684.0,22795.0,3.742114001106807,3.559728010528625,1.0512359343294595,q3-witness-full500-20260925-s59-s06-P3-019-k3-unified-attention-witness-e0,2
021,3,6567937.0,2140863.0,2140720.0,3.0678922471919035,3.068097182256437,0.9999332045067807,q3-witness-full500-20260925-s59-s06-P3-021-k3-unified-attention-witness-e0,2
023,3,122614.0,27814.0,29509.0,4.408355504422233,4.155139110102003,1.0609405335442583,q3-witness-full500-20260925-s59-s06-P3-023-k3-unified-attention-witness-e0,2
025,3,4863026.0,1568824.0,1568824.0,3.099790671228895,3.099790671228895,1.0,q3-witness-full500-20260925-s59-s06-P3-025-k3-unified-attention-witness-e0,2
027,3,2363952.0,837049.0,837049.0,2.8241500796249683,2.8241500796249683,1.0,q3-witness-full500-20260925-s59-s06-P3-027-k3-unified-attention-witness-e0,2
029,3,37555.0,12951.0,12951.0,2.8997760790672533,2.8997760790672533,1.0,q3-witness-full500-20260925-s59-s06-P3-029-k3-unified-attention-witness-e0,2
031,3,1414369.0,486904.0,510173.0,2.904821073558648,2.7723321304733886,1.047789708032795,q3-witness-full500-20260925-s59-s06-P3-031-k3-unified-attention-witness-e0,2
033,3,1774196.0,584778.0,585906.0,3.0339650260440716,3.0281239652777066,1.0019289371351179,q3-witness-full500-20260925-s59-s06-P3-033-k3-unified-attention-witness-e0,2
035,3,169571.0,50797.0,51279.0,3.3382089493474023,3.3068312564597595,1.0094887493355906,q3-witness-full500-20260925-s59-s06-P3-035-k3-unified-attention-witness-e0,2
037,3,210001.0,74570.0,74570.0,2.8161593133968084,2.8161593133968084,1.0,q3-witness-full500-20260925-s59-s06-P3-037-k3-unified-attention-witness-e0,2
039,3,1435262.0,507058.0,524631.0,2.8305677062584556,2.735755226054122,1.0346567848254047,q3-witness-full500-20260925-s59-s06-P3-039-k3-unified-attention-witness-e0,2
041,3,6003957.0,2000288.0,2002848.0,3.0015462773360637,2.997709761299909,1.0012798157065383,q3-witness-full500-20260925-s59-s06-P3-041-k3-unified-attention-witness-e0,2
043,3,677656.0,185674.0,190543.0,3.6497086291026206,3.5564465763633404,1.026223380764135,q3-witness-full500-20260925-s59-s06-P3-043-k3-unified-attention-witness-e0,2
045,3,125614.0,43001.0,43001.0,2.921187879351643,2.921187879351643,1.0,q3-witness-full500-20260925-s59-s06-P3-045-k3-unified-attention-witness-e0,2
047,3,326508.0,103539.0,103939.0,3.1534783994436877,3.1413425182077948,1.0038632785713595,q3-witness-full500-20260925-s59-s06-P3-047-k3-unified-attention-witness-e0,2
049,3,196276.0,59814.0,60064.0,3.281439127963353,3.2677810335641984,1.004179623499515,q3-witness-full500-20260925-s59-s06-P3-049-k3-unified-attention-witness-e0,2
051,3,607628.0,228013.0,228013.0,2.6648831426278328,2.6648831426278328,1.0,q3-witness-full500-20260925-s59-s06-P3-051-k3-unified-attention-witness-e0,2
053,4,1472686.0,324108.0,339993.0,4.543812556308391,4.33151859008862,1.0490114406309008,q3-witness-full500-20260925-s59-s06-P3-053-k4-unified-attention-witness-e0,2
055,4,118835.0,25738.0,30527.0,4.6171031160152305,3.8927834376126054,1.1860672934959982,q3-witness-full500-20260925-s59-s06-P3-055-k4-unified-attention-witness-e0,2
057,4,59726.0,15351.0,20474.0,3.8906911601850043,2.917163231415454,1.3337241873493584,q3-witness-full500-20260925-s59-s06-P3-057-k4-unified-attention-witness-e0,2
059,4,829473.0,185216.0,185216.0,4.478408992743607,4.478408992743607,1.0,q3-witness-full500-20260925-s59-s06-P3-059-k4-unified-attention-witness-e0,2
061,4,77191.0,19735.0,20955.0,3.9113757284013175,3.6836554521593894,1.061819103116291,q3-witness-full500-20260925-s59-s06-P3-061-k4-unified-attention-witness-e0,2
063,5,1070397.0,232381.0,232381.0,4.606215654464005,4.606215654464005,1.0,q3-witness-full500-20260925-s59-s06-P3-063-k5-unified-attention-witness-e0,2
065,5,53068.0,11270.0,11398.0,4.7087843833185445,4.655904544656957,1.0113575865128661,q3-witness-full500-20260925-s59-s06-P3-065-k5-unified-attention-witness-e0,2
067,5,63834834.0,12237901.0,13215355.0,5.216158718721454,4.8303533276253265,1.0798710497821482,q3-witness-full500-20260925-s59-s06-P3-067-k5-unified-attention-witness-e0,2
069,5,25144.0,9143.0,10810.0,2.7500820299682815,2.325994449583719,1.1823252761675598,q3-witness-full500-20260925-s59-s06-P3-069-k5-unified-attention-witness-e0,2
071,5,18919.0,7782.0,8581.0,2.43112310460036,2.2047546905955016,1.1026728347468517,q3-witness-full500-20260925-s59-s06-P3-071-k5-unified-attention-witness-e0,2
073,5,10081626.0,1927127.0,3138469.0,5.231427923535916,3.2122751570909256,1.6285740379331513,q3-witness-full500-20260925-s59-s06-P3-073-k5-unified-attention-witness-e0,2
075,5,1441809.0,303632.0,309469.0,4.748540996996364,4.6589771511847715,1.0192239289666438,q3-witness-full500-20260925-s59-s06-P3-075-k5-unified-attention-witness-e0,2
077,5,495320.0,127813.0,140934.0,3.875349142888439,3.51455291129181,1.1026577891137834,q3-witness-full500-20260925-s59-s06-P3-077-k5-unified-attention-witness-e0,2
079,5,31052251.0,6084154.0,6084072.0,5.1037910940452855,5.103859882000082,0.9999865223661334,q3-witness-full500-20260925-s59-s06-P3-079-k5-unified-attention-witness-e0,2
081,5,151795.0,31626.0,31626.0,4.799690128375388,4.799690128375388,1.0,q3-witness-full500-20260925-s59-s06-P3-081-k5-unified-attention-witness-e0,2
084,1,2507412.0,1266708.0,1266708.0,1.9794711962030713,1.9794711962030713,1.0,q3-witness-full500-20260925-s59-s06-P3-084-k1-unified-attention-witness-e0,2
086,1,118403.0,92778.0,92778.0,1.2761969432408544,1.2761969432408544,1.0,q3-witness-full500-20260925-s59-s06-P3-086-k1-unified-attention-witness-e0,2
088,1,243623.0,186847.0,186847.0,1.3038635889256986,1.3038635889256986,1.0,q3-witness-full500-20260925-s59-s06-P3-088-k1-unified-attention-witness-e0,2
090,1,1178363.0,875740.0,902381.0,1.3455626099070501,1.3058375564201816,1.0304211295590016,q3-witness-full500-20260925-s59-s06-P3-090-k1-unified-attention-witness-e0,2
092,1,4815554.0,3856866.0,3856866.0,1.248566582297648,1.248566582297648,1.0,q3-witness-full500-20260925-s59-s06-P3-092-k1-unified-attention-witness-e0,2
094,1,94892.0,71319.0,71319.0,1.3305290315343736,1.3305290315343736,1.0,q3-witness-full500-20260925-s59-s06-P3-094-k1-unified-attention-witness-e0,2
096,1,84194.0,54837.0,54837.0,1.535350219742145,1.535350219742145,1.0,q3-witness-full500-20260925-s59-s06-P3-096-k1-unified-attention-witness-e0,2
098,1,177430.0,163064.0,163064.0,1.0881003777657852,1.0881003777657852,1.0,q3-witness-full500-20260925-s59-s06-P3-098-k1-unified-attention-witness-e0,2
100,1,151223.0,104261.0,104261.0,1.4504272930434199,1.4504272930434199,1.0,q3-witness-full500-20260925-s59-s06-P3-100-k1-unified-attention-witness-e0,2
001,4,233110.0,58984.0,58984.0,3.952088702020887,3.952088702020887,1.0,q3-witness-full500-20260925-s59-s07-P3-001-k4-unified-attention-witness-e0,2
003,4,602212.0,139553.0,148631.0,4.315292397870343,4.051725413944601,1.065050554269704,q3-witness-full500-20260925-s59-s07-P3-003-k4-unified-attention-witness-e0,2
005,4,95618.0,28981.0,32723.0,3.2993340464442222,2.9220426000061117,1.1291190780166316,q3-witness-full500-20260925-s59-s07-P3-005-k4-unified-attention-witness-e0,2
007,4,1012562.0,246030.0,246030.0,4.115603788155916,4.115603788155916,1.0,q3-witness-full500-20260925-s59-s07-P3-007-k4-unified-attention-witness-e0,2
009,4,153261.0,35774.0,36838.0,4.284144909710963,4.160405016558988,1.0297422709230166,q3-witness-full500-20260925-s59-s07-P3-009-k4-unified-attention-witness-e0,2
011,4,184697.0,46880.0,46880.0,3.9397824232081913,3.9397824232081913,1.0,q3-witness-full500-20260925-s59-s07-P3-011-k4-unified-attention-witness-e0,2
013,4,263949.0,66946.0,66946.0,3.942715024049234,3.942715024049234,1.0,q3-witness-full500-20260925-s59-s07-P3-013-k4-unified-attention-witness-e0,2
015,4,177362.0,40071.0,49450.0,4.426193506525917,3.5866936299292216,1.2340595443088518,q3-witness-full500-20260925-s59-s07-P3-015-k4-unified-attention-witness-e0,2
017,4,162810.0,32865.0,34972.0,4.953902327704244,4.655438636623584,1.0641107561235357,q3-witness-full500-20260925-s59-s07-P3-017-k4-unified-attention-witness-e0,2
019,4,81144.0,20821.0,22861.0,3.8972191537390133,3.549451030138664,1.0979780029777628,q3-witness-full500-20260925-s59-s07-P3-019-k4-unified-attention-witness-e0,2
021,4,6567937.0,1649512.0,1649512.0,3.981745510187255,3.981745510187255,1.0,q3-witness-full500-20260925-s59-s07-P3-021-k4-unified-attention-witness-e0,2
023,4,122614.0,21931.0,21931.0,5.590898727828188,5.590898727828188,1.0,q3-witness-full500-20260925-s59-s07-P3-023-k4-unified-attention-witness-e0,2
025,4,4863026.0,1177396.0,1177396.0,4.130323187780492,4.130323187780492,1.0,q3-witness-full500-20260925-s59-s07-P3-025-k4-unified-attention-witness-e0,2
027,4,2363952.0,559196.0,559196.0,4.227412213249022,4.227412213249022,1.0,q3-witness-full500-20260925-s59-s07-P3-027-k4-unified-attention-witness-e0,2
029,4,37555.0,11377.0,11377.0,3.3009580733057926,3.3009580733057926,1.0,q3-witness-full500-20260925-s59-s07-P3-029-k4-unified-attention-witness-e0,2
031,4,1414369.0,364213.0,372200.0,3.883356717085881,3.8000241805480925,1.0219294753344883,q3-witness-full500-20260925-s59-s07-P3-031-k4-unified-attention-witness-e0,2
033,4,1774196.0,438106.0,441137.0,4.049695735735187,4.0218707567036995,1.0069184170041041,q3-witness-full500-20260925-s59-s07-P3-033-k4-unified-attention-witness-e0,2
035,4,169571.0,39663.0,40127.0,4.275294354940373,4.225857901163805,1.0116985603711268,q3-witness-full500-20260925-s59-s07-P3-035-k4-unified-attention-witness-e0,2
037,4,210001.0,53852.0,53852.0,3.8995951868082894,3.8995951868082894,1.0,q3-witness-full500-20260925-s59-s07-P3-037-k4-unified-attention-witness-e0,2
039,4,1435262.0,410110.0,510490.0,3.499700080466216,2.811537934141707,1.2447636000097535,q3-witness-full500-20260925-s59-s07-P3-039-k4-unified-attention-witness-e0,2
041,4,6003957.0,1508203.0,1509565.0,3.9808679600822967,3.977276235206831,1.000903061457907,q3-witness-full500-20260925-s59-s07-P3-041-k4-unified-attention-witness-e0,2
043,4,677656.0,148186.0,169201.0,4.57300959604821,4.005035431232676,1.1418150162633447,q3-witness-full500-20260925-s59-s07-P3-043-k4-unified-attention-witness-e0,2
045,4,125614.0,32149.0,32149.0,3.907244393293726,3.907244393293726,1.0,q3-witness-full500-20260925-s59-s07-P3-045-k4-unified-attention-witness-e0,2
047,4,326508.0,84379.0,85313.0,3.8695409995378,3.8271775696552695,1.0110691048720652,q3-witness-full500-20260925-s59-s07-P3-047-k4-unified-attention-witness-e0,2
049,4,196276.0,47413.0,47704.0,4.139708518760678,4.114455810833473,1.006137557210048,q3-witness-full500-20260925-s59-s07-P3-049-k4-unified-attention-witness-e0,2
051,4,607628.0,178800.0,178800.0,3.3983668903803133,3.3983668903803133,1.0,q3-witness-full500-20260925-s59-s07-P3-051-k4-unified-attention-witness-e0,2
