case_id,cores,old_makespan,calendar_makespan,baseline_makespan,old_speedup,calendar_speedup,m_change,old_solver_wall_s,calendar_solver_wall_s,old_extra_ddr_bytes,calendar_extra_ddr_bytes,old_spill_bytes,calendar_spill_bytes,old_cache_hit_rate,calendar_cache_hit_rate
047,5,87818,82186,326508,3.718007697738505,3.9727934198038595,improved,3.00059854099527,7.736445000016829,2666518,2365912,0,0,0.4717968868589787,0.4798452308584651
048,1,145921,145921,222220,1.5228788179905566,1.5228788179905566,equal,0.31902187498053536,0.4050414999946952,0,0,0,0,0.0,0.0
048,2,109527,102124,222220,2.0289061144740566,2.1759821393599936,improved,0.45142566598951817,0.6814697079826146,679494,509254,0,0,0.1738319615479753,0.14179410347444155
048,3,103753,103458,222220,2.1418175859975133,2.147924761739063,improved,0.4251656249980442,0.8741262500116136,633738,678668,0,0,0.21936109674081739,0.23074235678022165
048,4,96571,96571,222220,2.3011048865601476,2.3011048865601476,equal,0.41150462499354035,0.9218016249942593,648528,648528,0,0,0.23180469095591016,0.23180469095591016
048,5,104150,97543,222220,2.133653384541527,2.278174753698369,improved,0.40090391601552255,0.9347658749902621,750478,842776,0,0,0.16928200575436575,0.20567037637616764
049,1,166533,166533,196276,1.1786012381930309,1.1786012381930309,equal,0.8360461669799406,1.057188209000742,339410,339410,339410,339410,0.09682754384203283,0.09682754384203283
049,2,86751,85784,196276,2.262521469493147,2.28802573906556,improved,0.7968500000133645,1.7988382909970824,572854,597806,0,0,0.06654274601699357,0.06476325209525646
049,3,61735,61334,196276,3.179331011581761,3.2001173900283693,improved,0.781516165996436,1.8216785000113305,907620,754556,0,0,0.21573048758706911,0.23270189216595827
049,4,48942,48513,196276,4.010379633035021,4.045843382186218,improved,0.7955342910136096,2.0012387500028126,1024810,872230,0,0,0.3019838249422014,0.3367113153330731
049,5,45659,42542,196276,4.298736284193697,4.613699402942974,improved,0.7974243749922607,2.124185499997111,1083774,1047576,0,0,0.36586827652340687,0.3867324979264274
050,1,140768,140768,149690,1.0633808820186406,1.0633808820186406,equal,0.7617020419856999,0.8481964170059655,1329926,1329926,1329926,1329926,0.13214751332671662,0.13214751332671662
050,2,69933,69933,149690,2.1404773140005435,2.1404773140005435,equal,1.0442813329864293,1.5550752920098603,1248838,1248838,231044,231044,0.2213397902149981,0.2213397902149981
050,3,51838,51432,149690,2.8876499864963927,2.910444859231607,improved,0.8752403749967925,2.168132874998264,1451726,1465546,0,8192,0.27155324691130556,0.28401253502016927
050,4,44276,43441,149690,3.3808383774505377,3.445823070371308,improved,0.8921993749972899,2.3628264169965405,1831826,1624198,0,0,0.3545147219040114,0.33267096161359266
050,5,38075,35930,149690,3.93145108338805,4.166156415251879,improved,0.8710574170108885,2.166970082995249,1773380,1854840,0,0,0.3752952821041062,0.39695057833859093
051,1,607628,607628,607628,1.0,1.0,equal,0.2910850839980412,0.4305379159923177,0,0,0,0,0.0,0.0
051,2,317125,317125,607628,1.9160520299566417,1.9160520299566417,equal,0.30466416699346155,0.4024624169978779,284,284,0,0,0.0,0.0
051,3,228013,228013,607628,2.6648831426278328,2.6648831426278328,equal,0.29642079200129956,0.40054266701918095,376,376,0,0,0.00011692814511291192,0.00011692814511291192
051,4,178800,178800,607628,3.3983668903803133,3.3983668903803133,equal,0.32565229100873694,0.47640683298232034,852,852,0,0,0.00023371489830861545,0.00023371489830861545
051,5,157299,157299,607628,3.862885333028182,3.862885333028182,equal,0.2985584170091897,0.5020632079977077,1573712,1573712,0,0,0.00011694201709726186,0.00011694201709726186
052,1,142046,142046,180301,1.2693141658336031,1.2693141658336031,equal,0.42447512500802986,0.5068472500133794,202760,202760,202760,202760,0.01339192299644277,0.01339192299644277
052,2,73755,73755,180301,2.4445935868754662,2.4445935868754662,equal,0.39926224999362603,0.47385108401067555,1147870,1147870,0,0,0.11740478578900791,0.11740478578900791
052,3,51544,51544,180301,3.4980017072792178,3.4980017072792178,equal,0.8466374170093331,0.48087395800394006,1243092,1243092,0,0,0.17230715260474136,0.17230715260474136
052,4,40833,40833,180301,4.415570739352974,4.415570739352974,equal,0.5478477499855217,0.6421348750009201,250368,250368,0,0,0.09560057788859425,0.09560057788859425
052,5,34181,34181,180301,5.274889558526667,5.274889558526667,equal,0.6133615839935374,0.797860207996564,328704,328704,0,0,0.20457555139504088,0.20457555139504088
053,1,1212974,1212974,1472686,1.214111761670077,1.214111761670077,equal,2.1184346659865696,2.641061709000496,115994,115994,115994,115994,6.768354423525717e-06,6.768354423525717e-06
053,2,620785,610490,1472686,2.3722963666970047,2.4123015938017,improved,2.253405459021451,6.532001957995817,6873862,5152070,0,0,0.1801514858884681,0.20727028618956334
053,3,430250,413676,1472686,3.422861127251598,3.559998646283565,improved,2.377074083982734,6.129783541982761,9987232,7470424,0,0,0.32620424645763596,0.3884119835749766
053,4,334511,324108,1472686,4.402503953532171,4.543812556308391,improved,2.420293250004761,6.390156624984229,12719990,10270096,0,0,0.3898972360638444,0.3821631985618495
053,5,294104,281654,1472686,5.007364741724016,5.2287061429981465,improved,2.6126417909981683,6.524676041997736,15025496,12996582,0,0,0.4623750390765686,0.4161619097731796
054,1,602970,602970,815051,1.3517272832810918,1.3517272832810918,equal,5.13102233299287,5.4991531249834225,983554,983554,983554,983554,0.008758450699546607,0.008758450699546607
