case,cores,baseline_cycles,makespan_cycles,observed_speedup,plot_speedup,attempt_id,revision
043,3,677656.0,261380.0,2.5926084627745047,2.5926084627745047,nikolastarx-20260924T1952Z-s59ee-P1-043-k3-r0,1
043,4,677656.0,190343.0,3.5601834582832046,3.5601834582832046,nikolastarx-20260924T1952Z-s59ee-P1-043-k4-r0,1
043,5,677656.0,178035.0,3.8063077484764234,3.8063077484764234,nikolastarx-20260924T1952Z-s59ee-P1-043-k5-r0,1
044,1,154407.0,154407.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-044-k1-r0,1
044,2,154407.0,64624.0,2.389313567714781,2.389313567714781,nikolastarx-20260924T1952Z-s59ee-P1-044-k2-r0,1
044,3,154407.0,64624.0,2.389313567714781,2.389313567714781,nikolastarx-20260924T1952Z-s59ee-P1-044-k3-r0,1
044,4,154407.0,64624.0,2.389313567714781,2.389313567714781,nikolastarx-20260924T1952Z-s59ee-P1-044-k4-r0,1
044,5,154407.0,64624.0,2.389313567714781,2.389313567714781,nikolastarx-20260924T1952Z-s59ee-P1-044-k5-r0,1
045,1,125614.0,125614.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-045-k1-r0,1
045,2,125614.0,63059.0,1.99200748505368,1.99200748505368,nikolastarx-20260924T1952Z-s59ee-P1-045-k2-r0,1
045,3,125614.0,42601.0,2.94861622966597,2.94861622966597,nikolastarx-20260924T1952Z-s59ee-P1-045-k3-r0,1
045,4,125614.0,31878.0,3.940460505677897,3.940460505677897,nikolastarx-20260924T1952Z-s59ee-P1-045-k4-r0,1
045,5,125614.0,26164.0,4.801024308209754,4.801024308209754,nikolastarx-20260924T1952Z-s59ee-P1-045-k5-r0,1
046,1,276455.0,276455.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-046-k1-r0,1
046,2,276455.0,133856.0,2.065316459478843,2.065316459478843,nikolastarx-20260924T1952Z-s59ee-P1-046-k2-r0,1
046,3,276455.0,110311.0,2.5061417265730523,2.5061417265730523,nikolastarx-20260924T1952Z-s59ee-P1-046-k3-r0,1
046,4,276455.0,103846.0,2.6621632032047455,2.6621632032047455,nikolastarx-20260924T1952Z-s59ee-P1-046-k4-r0,1
046,5,276455.0,103846.0,2.6621632032047455,2.6621632032047455,nikolastarx-20260924T1952Z-s59ee-P1-046-k5-r0,1
047,1,326508.0,326508.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-047-k1-r0,1
047,2,326508.0,207016.0,1.5772114232716312,1.5772114232716312,nikolastarx-20260924T1952Z-s59ee-P1-047-k2-r0,1
047,3,326508.0,158686.0,2.057572816757622,2.057572816757622,nikolastarx-20260924T1952Z-s59ee-P1-047-k3-r0,1
047,4,326508.0,123184.0,2.6505715027925705,2.6505715027925705,nikolastarx-20260924T1952Z-s59ee-P1-047-k4-r0,1
047,5,326508.0,126217.0,2.5868781542898343,2.5868781542898343,nikolastarx-20260924T1952Z-s59ee-P1-047-k5-r0,1
048,1,222220.0,222220.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-048-k1-r0,1
048,2,222220.0,147475.0,1.5068316663841328,1.5068316663841328,nikolastarx-20260924T1952Z-s59ee-P1-048-k2-r0,1
048,3,222220.0,120628.0,1.8421925257817422,1.8421925257817422,nikolastarx-20260924T1952Z-s59ee-P1-048-k3-r0,1
048,4,222220.0,116460.0,1.9081229606731924,1.9081229606731924,nikolastarx-20260924T1952Z-s59ee-P1-048-k4-r0,1
048,5,222220.0,117606.0,1.889529445776576,1.889529445776576,nikolastarx-20260924T1952Z-s59ee-P1-048-k5-r0,1
049,1,196276.0,196483.0,0.9989464737407308,1.0,nikolastarx-20260924T1952Z-s59ee-P1-049-k1-r0,1
049,2,196276.0,110741.0,1.7723878238412152,1.7723878238412152,nikolastarx-20260924T1952Z-s59ee-P1-049-k2-r0,1
049,3,196276.0,82595.0,2.376366608148193,2.376366608148193,nikolastarx-20260924T1952Z-s59ee-P1-049-k3-r0,1
049,4,196276.0,64043.0,3.064753368830317,3.064753368830317,nikolastarx-20260924T1952Z-s59ee-P1-049-k4-r0,1
049,5,196276.0,57111.0,3.436745985887132,3.436745985887132,nikolastarx-20260924T1952Z-s59ee-P1-049-k5-r0,1
050,1,149690.0,149860.0,0.9988656079007073,1.0,nikolastarx-20260924T1952Z-s59ee-P1-050-k1-r0,1
050,2,149690.0,84123.0,1.7794182328257433,1.7794182328257433,nikolastarx-20260924T1952Z-s59ee-P1-050-k2-r0,1
050,3,149690.0,61092.0,2.4502389838276697,2.4502389838276697,nikolastarx-20260924T1952Z-s59ee-P1-050-k3-r0,1
050,4,149690.0,48585.0,3.0809920757435423,3.0809920757435423,nikolastarx-20260924T1952Z-s59ee-P1-050-k4-r0,1
050,5,149690.0,42597.0,3.514097236894617,3.514097236894617,nikolastarx-20260924T1952Z-s59ee-P1-050-k5-r0,1
051,1,607628.0,607628.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-051-k1-r0,1
051,2,607628.0,357955.0,1.6974982888910617,1.6974982888910617,nikolastarx-20260924T1952Z-s59ee-P1-051-k2-r0,1
051,3,607628.0,291222.0,2.086476983194951,2.086476983194951,nikolastarx-20260924T1952Z-s59ee-P1-051-k3-r0,1
051,4,607628.0,254308.0,2.389338911870645,2.389338911870645,nikolastarx-20260924T1952Z-s59ee-P1-051-k4-r0,1
051,5,607628.0,253856.0,2.3935932182024455,2.3935932182024455,nikolastarx-20260924T1952Z-s59ee-P1-051-k5-r0,1
052,1,180301.0,180301.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-052-k1-r0,1
052,2,180301.0,91267.0,1.9755333252983005,1.9755333252983005,nikolastarx-20260924T1952Z-s59ee-P1-052-k2-r0,1
052,3,180301.0,63144.0,2.8553940200177372,2.8553940200177372,nikolastarx-20260924T1952Z-s59ee-P1-052-k3-r0,1
052,4,180301.0,47938.0,3.7611289582377236,3.7611289582377236,nikolastarx-20260924T1952Z-s59ee-P1-052-k4-r0,1
052,5,180301.0,48793.0,3.6952226753837643,3.6952226753837643,nikolastarx-20260924T1952Z-s59ee-P1-052-k5-r0,1
053,1,1472686.0,1476736.0,0.9972574651122476,1.0,nikolastarx-20260924T1952Z-s59ee-P1-053-k1-r0,1
053,2,1472686.0,772652.0,1.9060146094231296,1.9060146094231296,nikolastarx-20260924T1952Z-s59ee-P1-053-k2-r0,1
053,3,1472686.0,546659.0,2.6939755862429777,2.6939755862429777,nikolastarx-20260924T1952Z-s59ee-P1-053-k3-r0,1
053,4,1472686.0,486261.0,3.0285916411145455,3.0285916411145455,nikolastarx-20260924T1952Z-s59ee-P1-053-k4-r0,1
053,5,1472686.0,417165.0,3.5302242517948534,3.5302242517948534,nikolastarx-20260924T1952Z-s59ee-P1-053-k5-r0,1
054,1,815051.0,815523.0,0.9994212303025175,1.0,nikolastarx-20260924T1952Z-s59ee-P1-054-k1-r0,1
054,2,815051.0,443792.0,1.8365608212856472,1.8365608212856472,nikolastarx-20260924T1952Z-s59ee-P1-054-k2-r0,1
054,3,815051.0,305592.0,2.6671215215057984,2.6671215215057984,nikolastarx-20260924T1952Z-s59ee-P1-054-k3-r0,1
054,4,815051.0,244120.0,3.3387309519908244,3.3387309519908244,nikolastarx-20260924T1952Z-s59ee-P1-054-k4-r0,1
054,5,815051.0,211904.0,3.8463219193597102,3.8463219193597102,nikolastarx-20260924T1952Z-s59ee-P1-054-k5-r0,1
055,1,118835.0,118835.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-055-k1-r0,1
055,2,118835.0,64056.0,1.855173598101661,1.855173598101661,nikolastarx-20260924T1952Z-s59ee-P1-055-k2-r0,1
055,3,118835.0,43674.0,2.7209552594220816,2.7209552594220816,nikolastarx-20260924T1952Z-s59ee-P1-055-k3-r0,1
055,4,118835.0,31367.0,3.788535722255874,3.788535722255874,nikolastarx-20260924T1952Z-s59ee-P1-055-k4-r0,1
055,5,118835.0,26781.0,4.437287629289422,4.437287629289422,nikolastarx-20260924T1952Z-s59ee-P1-055-k5-r0,1
056,1,277285.0,277588.0,0.9989084542559477,1.0,nikolastarx-20260924T1952Z-s59ee-P1-056-k1-r0,1
056,2,277285.0,155158.0,1.7871137807911934,1.7871137807911934,nikolastarx-20260924T1952Z-s59ee-P1-056-k2-r0,1
056,3,277285.0,107614.0,2.5766628877283626,2.5766628877283626,nikolastarx-20260924T1952Z-s59ee-P1-056-k3-r0,1
056,4,277285.0,87414.0,3.172089139039513,3.172089139039513,nikolastarx-20260924T1952Z-s59ee-P1-056-k4-r0,1
056,5,277285.0,77253.0,3.5893104474907123,3.5893104474907123,nikolastarx-20260924T1952Z-s59ee-P1-056-k5-r0,1
057,1,59726.0,59726.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-057-k1-r0,1
057,2,59726.0,33730.0,1.7707085680403203,1.7707085680403203,nikolastarx-20260924T1952Z-s59ee-P1-057-k2-r0,1
057,3,59726.0,25250.0,2.3653861386138613,2.3653861386138613,nikolastarx-20260924T1952Z-s59ee-P1-057-k3-r0,1
057,4,59726.0,19009.0,3.141985375348519,3.141985375348519,nikolastarx-20260924T1952Z-s59ee-P1-057-k4-r0,1
057,5,59726.0,16538.0,3.6114403192647235,3.6114403192647235,nikolastarx-20260924T1952Z-s59ee-P1-057-k5-r0,1
058,1,4539717.0,4365891.0,1.0398145533179826,1.0,nikolastarx-20260924T1952Z-s59ee-P1-058-k1-r0,1
058,2,4539717.0,2194055.0,2.069098997062517,2.069098997062517,nikolastarx-20260924T1952Z-s59ee-P1-058-k2-r0,1
058,3,4539717.0,1538256.0,2.9512103317003153,2.9512103317003153,nikolastarx-20260924T1952Z-s59ee-P1-058-k3-r0,1
058,4,4539717.0,1141935.0,3.975460074347489,3.975460074347489,nikolastarx-20260924T1952Z-s59ee-P1-058-k4-r0,1
058,5,4539717.0,1004819.0,4.517945022934478,4.517945022934478,nikolastarx-20260924T1952Z-s59ee-P1-058-k5-r0,1
059,1,829473.0,829473.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-059-k1-r0,1
059,2,829473.0,369318.0,2.2459587672412393,2.2459587672412393,nikolastarx-20260924T1952Z-s59ee-P1-059-k2-r0,1
059,3,829473.0,254073.0,3.2647034513702753,3.2647034513702753,nikolastarx-20260924T1952Z-s59ee-P1-059-k3-r0,1
059,4,829473.0,185216.0,4.478408992743607,4.478408992743607,nikolastarx-20260924T1952Z-s59ee-P1-059-k4-r0,1
059,5,829473.0,150782.0,5.501140719714555,5.501140719714555,nikolastarx-20260924T1952Z-s59ee-P1-059-k5-r0,1
060,1,888789.0,871518.0,1.0198171466338044,1.0,nikolastarx-20260924T1952Z-s59ee-P1-060-k1-r0,1
060,2,888789.0,461979.0,1.9238731630658537,1.9238731630658537,nikolastarx-20260924T1952Z-s59ee-P1-060-k2-r0,1
060,3,888789.0,331607.0,2.6802480044148647,2.6802480044148647,nikolastarx-20260924T1952Z-s59ee-P1-060-k3-r0,1
060,4,888789.0,231814.0,3.83406092815792,3.83406092815792,nikolastarx-20260924T1952Z-s59ee-P1-060-k4-r0,1
060,5,888789.0,183430.0,4.845385160551709,4.845385160551709,nikolastarx-20260924T1952Z-s59ee-P1-060-k5-r0,1
061,1,77191.0,77191.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-061-k1-r0,1
061,2,77191.0,39298.0,1.9642475444042953,1.9642475444042953,nikolastarx-20260924T1952Z-s59ee-P1-061-k2-r0,1
061,3,77191.0,28342.0,2.723555147837132,2.723555147837132,nikolastarx-20260924T1952Z-s59ee-P1-061-k3-r0,1
061,4,77191.0,27170.0,2.841037909458962,2.841037909458962,nikolastarx-20260924T1952Z-s59ee-P1-061-k4-r0,1
061,5,77191.0,22283.0,3.46412063007674,3.46412063007674,nikolastarx-20260924T1952Z-s59ee-P1-061-k5-r0,1
062,1,2854809.0,2854809.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-062-k1-r0,1
062,2,2854809.0,1514274.0,1.8852658105468363,1.8852658105468363,nikolastarx-20260924T1952Z-s59ee-P1-062-k2-r0,1
062,3,2854809.0,1007281.0,2.834173383594052,2.834173383594052,nikolastarx-20260924T1952Z-s59ee-P1-062-k3-r0,1
062,4,2854809.0,838616.0,3.4041909527125647,3.4041909527125647,nikolastarx-20260924T1952Z-s59ee-P1-062-k4-r0,1
062,5,2854809.0,589173.0,4.845451166295808,4.845451166295808,nikolastarx-20260924T1952Z-s59ee-P1-062-k5-r0,1
063,1,1070397.0,1070397.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-063-k1-r0,1
063,2,1070397.0,567330.0,1.8867273015705146,1.8867273015705146,nikolastarx-20260924T1952Z-s59ee-P1-063-k2-r0,1
063,3,1070397.0,400009.0,2.675932291523441,2.675932291523441,nikolastarx-20260924T1952Z-s59ee-P1-063-k3-r0,1
063,4,1070397.0,294704.0,3.6321088278408165,3.6321088278408165,nikolastarx-20260924T1952Z-s59ee-P1-063-k4-r0,1
063,5,1070397.0,233223.0,4.589585932776784,4.589585932776784,nikolastarx-20260924T1952Z-s59ee-P1-063-k5-r0,1
064,1,19116.0,19116.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-064-k1-r0,1
064,2,19116.0,17551.0,1.0891687083357073,1.0891687083357073,nikolastarx-20260924T1952Z-s59ee-P1-064-k2-r0,1
064,3,19116.0,16262.0,1.1755011683679744,1.1755011683679744,nikolastarx-20260924T1952Z-s59ee-P1-064-k3-r0,1
064,4,19116.0,12982.0,1.4725003851486673,1.4725003851486673,nikolastarx-20260924T1952Z-s59ee-P1-064-k4-r0,1
064,5,19116.0,13028.0,1.4673011974209396,1.4673011974209396,nikolastarx-20260924T1952Z-s59ee-P1-064-k5-r0,1
065,1,53068.0,53068.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-065-k1-r0,1
065,2,53068.0,26928.0,1.970736779560309,1.970736779560309,nikolastarx-20260924T1952Z-s59ee-P1-065-k2-r0,1
065,3,53068.0,18135.0,2.926275158533223,2.926275158533223,nikolastarx-20260924T1952Z-s59ee-P1-065-k3-r0,1
065,4,53068.0,14617.0,3.630567147841554,3.630567147841554,nikolastarx-20260924T1952Z-s59ee-P1-065-k4-r0,1
065,5,53068.0,12169.0,4.3609170843947735,4.3609170843947735,nikolastarx-20260924T1952Z-s59ee-P1-065-k5-r0,1
066,1,359070.0,359505.0,0.9987900029206827,1.0,nikolastarx-20260924T1952Z-s59ee-P1-066-k1-r0,1
066,2,359070.0,192974.0,1.8607169877807372,1.8607169877807372,nikolastarx-20260924T1952Z-s59ee-P1-066-k2-r0,1
066,3,359070.0,142595.0,2.518110733195414,2.518110733195414,nikolastarx-20260924T1952Z-s59ee-P1-066-k3-r0,1
066,4,359070.0,110219.0,3.2577867699761383,3.2577867699761383,nikolastarx-20260924T1952Z-s59ee-P1-066-k4-r0,1
066,5,359070.0,99777.0,3.5987251571003336,3.5987251571003336,nikolastarx-20260924T1952Z-s59ee-P1-066-k5-r0,1
067,1,63834834.0,63950466.0,0.9981918505488294,1.0,nikolastarx-20260924T1952Z-s59ee-P1-067-k1-r0,1
067,2,63834834.0,31349962.0,2.036201319797453,2.036201319797453,nikolastarx-20260924T1952Z-s59ee-P1-067-k2-r0,1
067,3,63834834.0,20677204.0,3.087208212483661,3.087208212483661,nikolastarx-20260924T1952Z-s59ee-P1-067-k3-r0,1
067,4,63834834.0,15594873.0,4.093321824422681,4.093321824422681,nikolastarx-20260924T1952Z-s59ee-P1-067-k4-r0,1
067,5,63834834.0,12908390.0,4.945220434151742,4.945220434151742,nikolastarx-20260924T1952Z-s59ee-P1-067-k5-r0,1
068,1,362095.0,362138.0,0.999881260734858,1.0,nikolastarx-20260924T1952Z-s59ee-P1-068-k1-r0,1
068,2,362095.0,208664.0,1.7353017290955794,1.7353017290955794,nikolastarx-20260924T1952Z-s59ee-P1-068-k2-r0,1
068,3,362095.0,167136.0,2.1664692226689644,2.1664692226689644,nikolastarx-20260924T1952Z-s59ee-P1-068-k3-r0,1
068,4,362095.0,132506.0,2.7326687093414637,2.7326687093414637,nikolastarx-20260924T1952Z-s59ee-P1-068-k4-r0,1
068,5,362095.0,131234.0,2.7591554018013627,2.7591554018013627,nikolastarx-20260924T1952Z-s59ee-P1-068-k5-r0,1
069,1,25144.0,25144.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-069-k1-r0,1
069,2,25144.0,16769.0,1.499433478442364,1.499433478442364,nikolastarx-20260924T1952Z-s59ee-P1-069-k2-r0,1
069,3,25144.0,14021.0,1.7933100349475786,1.7933100349475786,nikolastarx-20260924T1952Z-s59ee-P1-069-k3-r0,1
069,4,25144.0,13107.0,1.9183642328526742,1.9183642328526742,nikolastarx-20260924T1952Z-s59ee-P1-069-k4-r0,1
069,5,25144.0,14135.0,1.7788468340997523,1.7788468340997523,nikolastarx-20260924T1952Z-s59ee-P1-069-k5-r0,1
070,1,117300.0,117300.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-070-k1-r0,1
070,2,117300.0,58498.0,2.005196758863551,2.005196758863551,nikolastarx-20260924T1952Z-s59ee-P1-070-k2-r0,1
070,3,117300.0,45660.0,2.568988173455979,2.568988173455979,nikolastarx-20260924T1952Z-s59ee-P1-070-k3-r0,1
070,4,117300.0,36336.0,3.228203434610304,3.228203434610304,nikolastarx-20260924T1952Z-s59ee-P1-070-k4-r0,1
070,5,117300.0,26669.0,4.3983651430499835,4.3983651430499835,nikolastarx-20260924T1952Z-s59ee-P1-070-k5-r0,1
071,1,18919.0,18919.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-071-k1-r0,1
071,2,18919.0,14501.0,1.3046686435418247,1.3046686435418247,nikolastarx-20260924T1952Z-s59ee-P1-071-k2-r0,1
071,3,18919.0,12080.0,1.5661423841059603,1.5661423841059603,nikolastarx-20260924T1952Z-s59ee-P1-071-k3-r0,1
071,4,18919.0,12078.0,1.566401722139427,1.566401722139427,nikolastarx-20260924T1952Z-s59ee-P1-071-k4-r0,1
071,5,18919.0,10760.0,1.758271375464684,1.758271375464684,nikolastarx-20260924T1952Z-s59ee-P1-071-k5-r0,1
072,1,23897828.0,23616371.0,1.01191787679826,1.0,nikolastarx-20260924T1952Z-s59ee-P1-072-k1-r0,1
072,2,23897828.0,11768616.0,2.0306404763312864,2.0306404763312864,nikolastarx-20260924T1952Z-s59ee-P1-072-k2-r0,1
072,3,23897828.0,7919200.0,3.0177073441761793,3.0177073441761793,nikolastarx-20260924T1952Z-s59ee-P1-072-k3-r0,1
072,4,23897828.0,5897473.0,4.0522149062827415,4.0522149062827415,nikolastarx-20260924T1952Z-s59ee-P1-072-k4-r0,1
072,5,23897828.0,4764999.0,5.015284997961174,5.015284997961174,nikolastarx-20260924T1952Z-s59ee-P1-072-k5-r0,1
073,1,10081626.0,10133074.0,0.9949227647997044,1.0,nikolastarx-20260924T1952Z-s59ee-P1-073-k1-r0,1
073,2,10081626.0,4417545.0,2.2821784497950786,2.2821784497950786,nikolastarx-20260924T1952Z-s59ee-P1-073-k2-r0,1
073,3,10081626.0,2994137.0,3.3671224796994927,3.3671224796994927,nikolastarx-20260924T1952Z-s59ee-P1-073-k3-r0,1
073,4,10081626.0,2347408.0,4.29479067976253,4.29479067976253,nikolastarx-20260924T1952Z-s59ee-P1-073-k4-r0,1
073,5,10081626.0,1974363.0,5.106267692415225,5.106267692415225,nikolastarx-20260924T1952Z-s59ee-P1-073-k5-r0,1
074,1,1682239.0,1682239.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-074-k1-r0,1
074,2,1682239.0,826889.0,2.034419371886674,2.034419371886674,nikolastarx-20260924T1952Z-s59ee-P1-074-k2-r0,1
074,3,1682239.0,548347.0,3.06783660711192,3.06783660711192,nikolastarx-20260924T1952Z-s59ee-P1-074-k3-r0,1
074,4,1682239.0,424418.0,3.9636372632640464,3.9636372632640464,nikolastarx-20260924T1952Z-s59ee-P1-074-k4-r0,1
074,5,1682239.0,345470.0,4.869421367991432,4.869421367991432,nikolastarx-20260924T1952Z-s59ee-P1-074-k5-r0,1
075,1,1441809.0,1441809.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-075-k1-r0,1
075,2,1441809.0,784026.0,1.8389811052184495,1.8389811052184495,nikolastarx-20260924T1952Z-s59ee-P1-075-k2-r0,1
075,3,1441809.0,669164.0,2.15464221028029,2.15464221028029,nikolastarx-20260924T1952Z-s59ee-P1-075-k3-r0,1
075,4,1441809.0,464500.0,3.1040021528525297,3.1040021528525297,nikolastarx-20260924T1952Z-s59ee-P1-075-k4-r0,1
075,5,1441809.0,378832.0,3.805932444988808,3.805932444988808,nikolastarx-20260924T1952Z-s59ee-P1-075-k5-r0,1
076,1,6185113.0,6084070.0,1.0166077970832026,1.0,nikolastarx-20260924T1952Z-s59ee-P1-076-k1-r0,1
076,2,6185113.0,3041124.0,2.033824664827873,2.033824664827873,nikolastarx-20260924T1952Z-s59ee-P1-076-k2-r0,1
076,3,6185113.0,2028575.0,3.048993998250003,3.048993998250003,nikolastarx-20260924T1952Z-s59ee-P1-076-k3-r0,1
076,4,6185113.0,1523838.0,4.05890455547112,4.05890455547112,nikolastarx-20260924T1952Z-s59ee-P1-076-k4-r0,1
076,5,6185113.0,1231527.0,5.022312137695723,5.022312137695723,nikolastarx-20260924T1952Z-s59ee-P1-076-k5-r0,1
077,1,495320.0,495604.0,0.9994269618485726,1.0,nikolastarx-20260924T1952Z-s59ee-P1-077-k1-r0,1
077,2,495320.0,250735.0,1.9754721119907472,1.9754721119907472,nikolastarx-20260924T1952Z-s59ee-P1-077-k2-r0,1
077,3,495320.0,178739.0,2.771191513883372,2.771191513883372,nikolastarx-20260924T1952Z-s59ee-P1-077-k3-r0,1
077,4,495320.0,144734.0,3.4222781101883455,3.4222781101883455,nikolastarx-20260924T1952Z-s59ee-P1-077-k4-r0,1
077,5,495320.0,121081.0,4.090815239385205,4.090815239385205,nikolastarx-20260924T1952Z-s59ee-P1-077-k5-r0,1
078,1,2296143.0,2296143.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-078-k1-r0,1
078,2,2296143.0,1110808.0,2.067092602862061,2.067092602862061,nikolastarx-20260924T1952Z-s59ee-P1-078-k2-r0,1
078,3,2296143.0,847980.0,2.7077796646147316,2.7077796646147316,nikolastarx-20260924T1952Z-s59ee-P1-078-k3-r0,1
078,4,2296143.0,643992.0,3.5654837327171767,3.5654837327171767,nikolastarx-20260924T1952Z-s59ee-P1-078-k4-r0,1
078,5,2296143.0,599211.0,3.8319440063683743,3.8319440063683743,nikolastarx-20260924T1952Z-s59ee-P1-078-k5-r0,1
079,1,31052251.0,29441984.0,1.0546928834687228,1.0,nikolastarx-20260924T1952Z-s59ee-P1-079-k1-r0,1
079,2,31052251.0,15048600.0,2.063464441874992,2.063464441874992,nikolastarx-20260924T1952Z-s59ee-P1-079-k2-r0,1
079,3,31052251.0,9819501.0,3.1623043777886473,3.1623043777886473,nikolastarx-20260924T1952Z-s59ee-P1-079-k3-r0,1
079,4,31052251.0,7559556.0,4.107681853272864,4.107681853272864,nikolastarx-20260924T1952Z-s59ee-P1-079-k4-r0,1
079,5,31052251.0,6063040.0,5.121564594658785,5.121564594658785,nikolastarx-20260924T1952Z-s59ee-P1-079-k5-r0,1
080,1,292138.0,292138.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-080-k1-r0,1
080,2,292138.0,145825.0,2.0033464769415397,2.0033464769415397,nikolastarx-20260924T1952Z-s59ee-P1-080-k2-r0,1
080,3,292138.0,100325.0,2.9119162721156244,2.9119162721156244,nikolastarx-20260924T1952Z-s59ee-P1-080-k3-r0,1
080,4,292138.0,91774.0,3.1832327238651468,3.1832327238651468,nikolastarx-20260924T1952Z-s59ee-P1-080-k4-r0,1
080,5,292138.0,97383.0,2.9998870439399075,2.9998870439399075,nikolastarx-20260924T1952Z-s59ee-P1-080-k5-r0,1
081,1,151795.0,151795.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-081-k1-r0,1
081,2,151795.0,76860.0,1.9749544626593807,1.9749544626593807,nikolastarx-20260924T1952Z-s59ee-P1-081-k2-r0,1
081,3,151795.0,51943.0,2.9223379473653814,2.9223379473653814,nikolastarx-20260924T1952Z-s59ee-P1-081-k3-r0,1
081,4,151795.0,39588.0,3.834369000707285,3.834369000707285,nikolastarx-20260924T1952Z-s59ee-P1-081-k4-r0,1
081,5,151795.0,30943.0,4.905632937982743,4.905632937982743,nikolastarx-20260924T1952Z-s59ee-P1-081-k5-r0,1
082,1,721041.0,721041.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-082-k1-r0,1
082,2,721041.0,380215.0,1.8964033507357678,1.8964033507357678,nikolastarx-20260924T1952Z-s59ee-P1-082-k2-r0,1
082,3,721041.0,270269.0,2.667864238961923,2.667864238961923,nikolastarx-20260924T1952Z-s59ee-P1-082-k3-r0,1
082,4,721041.0,232100.0,3.10659629470056,3.10659629470056,nikolastarx-20260924T1952Z-s59ee-P1-082-k4-r0,1
082,5,721041.0,228535.0,3.1550572122432015,3.1550572122432015,nikolastarx-20260924T1952Z-s59ee-P1-082-k5-r0,1
083,1,1057993.0,1057993.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-083-k1-r0,1
083,2,1057993.0,450094.0,2.3506045403848974,2.3506045403848974,nikolastarx-20260924T1952Z-s59ee-P1-083-k2-r0,1
083,3,1057993.0,323229.0,3.273199496332322,3.273199496332322,nikolastarx-20260924T1952Z-s59ee-P1-083-k3-r0,1
083,4,1057993.0,272906.0,3.876767091965732,3.876767091965732,nikolastarx-20260924T1952Z-s59ee-P1-083-k4-r0,1
083,5,1057993.0,247686.0,4.271509088119635,4.271509088119635,nikolastarx-20260924T1952Z-s59ee-P1-083-k5-r0,1
084,1,2507412.0,2509460.0,0.9991838881671754,1.0,nikolastarx-20260924T1952Z-s59ee-P1-084-k1-r0,1
084,2,2507412.0,792218.0,3.1650530535786867,3.1650530535786867,nikolastarx-20260924T1952Z-s59ee-P1-084-k2-r0,1
084,3,2507412.0,560475.0,4.473726749632009,4.473726749632009,nikolastarx-20260924T1952Z-s59ee-P1-084-k3-r0,1
084,4,2507412.0,446068.0,5.621142964749769,5.621142964749769,nikolastarx-20260924T1952Z-s59ee-P1-084-k4-r0,1
084,5,2507412.0,399121.0,6.282335432112066,6.282335432112066,nikolastarx-20260924T1952Z-s59ee-P1-084-k5-r0,1
085,1,3187899.0,3187899.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-085-k1-r0,1
085,2,3187899.0,1639782.0,1.9440992766111593,1.9440992766111593,nikolastarx-20260924T1952Z-s59ee-P1-085-k2-r0,1
085,3,3187899.0,1149298.0,2.773779298319496,2.773779298319496,nikolastarx-20260924T1952Z-s59ee-P1-085-k3-r0,1
085,4,3187899.0,900325.0,3.5408313664510036,3.5408313664510036,nikolastarx-20260924T1952Z-s59ee-P1-085-k4-r0,1
085,5,3187899.0,783703.0,4.06773867140996,4.06773867140996,nikolastarx-20260924T1952Z-s59ee-P1-085-k5-r0,1
086,1,118403.0,118403.0,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-086-k1-r0,1
086,2,118403.0,69001.0,1.7159606382516195,1.7159606382516195,nikolastarx-20260924T1952Z-s59ee-P1-086-k2-r0,1
086,3,118403.0,55741.0,2.1241635420964817,2.1241635420964817,nikolastarx-20260924T1952Z-s59ee-P1-086-k3-r0,1
086,4,118403.0,43378.0,2.729563373138457,2.729563373138457,nikolastarx-20260924T1952Z-s59ee-P1-086-k4-r0,1
